"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Pteris cretica L."		"2cd4p9h.cf"	"2cd4p9h.cf"	"Pteris cretica L."	"Pteris cretica"	
"Acanthus mollis L."		"2cd4p9h.db"	"2cd4p9h.db"	"Acanthus mollis L."	"Acanthus mollis"	
"Aegopodium podagraria L."		"2cd4p9h.e4"	"2cd4p9h.e4"	"Aegopodium podagraria L."	"Aegopodium podagraria"	
"Alchemilla conjuncta Bab."		"2cd4p9h.f6"	"2cd4p9h.f6"	"Alchemilla conjuncta Bab."	"Alchemilla conjuncta"	
"Allium roseum L."		"2cd4p9h.ff"	"2cd4p9h.ff"	"Allium roseum L."	"Allium roseum"	
"Amaranthus albus L."		"2cd4p9h.g5"	"2cd4p9h.g5"	"Amaranthus albus L."	"Amaranthus albus"	
"Arenaria balearica L."		"2cd4p9h.v6"	"2cd4p9h.v6"	"Arenaria balearica L."	"Arenaria balearica"	
"Armoracia rusticana P.Gaertn., B.Mey. & Scherb."		"2cd4p9h.vv"	"2cd4p9h.vv"	"Armoracia rusticana P.Gaertn., B.Mey. & Scherb."	"Armoracia rusticana"	
"Artemisia absinthium L."		"2cd4p9h.w2"	"2cd4p9h.w2"	"Artemisia absinthium L."	"Artemisia absinthium"	
"Artemisia verlotiorum Lamotte"		"2cd4p9h.w8"	"2cd4p9h.w8"	"Artemisia verlotiorum Lamotte"	"Artemisia verlotiorum"	
"Asperugo procumbens L."		"2cd4p9h.wn"	"2cd4p9h.wn"	"Asperugo procumbens L."	"Asperugo procumbens"	
"Briza minor L."		"2cd4p9h.kp"	"2cd4p9h.kp"	"Briza minor L."	"Briza minor"	
"Ceratochloa cathartica (Vahl) Herter"		"2cd4p9h.x6"	"2cd4p9h.x6"	"Ceratochloa cathartica (Vahl) Herter"	"Ceratochloa cathartica"	
"Bromus hordeaceus L."		"2cd4p9h.xf"	"2cd4p9h.xf"	"Bromus hordeaceus L."	"Bromus hordeaceus"	
"Buddleja davidii Franch."		"2cd4p9h.xy"	"2cd4p9h.xy"	"Buddleja davidii Franch."	"Buddleja davidii"	
"Bunias orientalis L."		"2cd4p9h.m2"	"2cd4p9h.m2"	"Bunias orientalis L."	"Bunias orientalis"	
"Bupleurum falcatum L."		"2cd4p9h.m8"	"2cd4p9h.m8"	"Bupleurum falcatum L."	"Bupleurum falcatum"	
"Bupleurum rotundifolium L."		"2cd4p9h.mb"	"2cd4p9h.mb"	"Bupleurum rotundifolium L."	"Bupleurum rotundifolium"	
"Castanea sativa Mill."		"2cd4p9h.yx"	"2cd4p9h.yx"	"Castanea sativa Mill."	"Castanea sativa"	
"Chenopodium hircinum Schrad."		"2cd4p9h.pt"	"2cd4p9h.pt"	"Chenopodium hircinum Schrad."	"Chenopodium hircinum"	
"Cirsium oleraceum (L.) Scop."		"2cd4p9h.qa"	"2cd4p9h.qa"	"Cirsium oleraceum (L.) Scop."	"Cirsium oleraceum"	
"Cotoneaster horizontalis Decne."		"2cd4p9h.rf"	"2cd4p9h.rf"	"Cotoneaster horizontalis Decne."	"Cotoneaster horizontalis"	
"Crocus nudiflorus Sm."		"2cd4p9h.rz"	"2cd4p9h.rz"	"Crocus nudiflorus Sm."	"Crocus nudiflorus"	
"Dactylis polygama Horv."		"2cd4p9h.sb"	"2cd4p9h.sb"	"Dactylis polygama Horv."	"Dactylis polygama"	
"Consolida ajacis (L.) Schur"		"2cd4p9h.td"	"2cd4p9h.td"	"Consolida ajacis (L.) Schur"	"Consolida ajacis"	
"Diplotaxis erucoides (L.) DC."		"2cd4p9h.ts"	"2cd4p9h.ts"	"Diplotaxis erucoides (L.) DC."	"Diplotaxis erucoides"	
"Erigeron karvinskianus DC."		"2cd4p9h.zr"	"2cd4p9h.zr"	"Erigeron karvinskianus DC."	"Erigeron karvinskianus"	
"Euphorbia amygdaloides subsp. robbiae (Turrill) Stace"		"2cd4p9h.10q"	"2cd4p9h.10q"	"Euphorbia amygdaloides subsp. robbiae (Turrill) Stace"	"Euphorbia amygdaloides subsp. robbiae"	
"Euphorbia helioscopia L."		"2cd4p9h.10t"	"2cd4p9h.10t"	"Euphorbia helioscopia L."	"Euphorbia helioscopia"	
"Fumaria vaillantii Loisel."		"2cd4p9h.12f"	"2cd4p9h.12f"	"Fumaria vaillantii Loisel."	"Fumaria vaillantii"	
"Galium tricornutum Dandy"		"2cd4p9h.138"	"2cd4p9h.138"	"Galium tricornutum Dandy"	"Galium tricornutum"	
"Gaultheria shallon Pursh"		"2cd4p9h.13h"	"2cd4p9h.13h"	"Gaultheria shallon Pursh"	"Gaultheria shallon"	
"Geranium endressii J.Gay"		"2cd4p9h.144"	"2cd4p9h.144"	"Geranium endressii J.Gay"	"Geranium endressii"	
"Geranium phaeum L."		"2cd4p9h.147"	"2cd4p9h.147"	"Geranium phaeum L."	"Geranium phaeum"	
"Geranium versicolor L."		"2cd4p9h.14g"	"2cd4p9h.14g"	"Geranium versicolor L."	"Geranium versicolor"	
"Herniaria hirsuta L."		"2cd4p9h.174"	"2cd4p9h.174"	"Herniaria hirsuta L."	"Herniaria hirsuta"	
"Hesperis matronalis L."		"2cd4p9h.17a"	"2cd4p9h.17a"	"Hesperis matronalis L."	"Hesperis matronalis"	
"Hypericum calycinum L."		"2cd4p9h.17s"	"2cd4p9h.17s"	"Hypericum calycinum L."	"Hypericum calycinum"	
"Hypericum hircinum L."		"2cd4p9h.183"	"2cd4p9h.183"	"Hypericum hircinum L."	"Hypericum hircinum"	
"Impatiens glandulifera Royle"		"2cd4p9h.18x"	"2cd4p9h.18x"	"Impatiens glandulifera Royle"	"Impatiens glandulifera"	
"Inula helenium L."		"2cd4p9h.18z"	"2cd4p9h.18z"	"Inula helenium L."	"Inula helenium"	
"Kickxia spuria (L.) Dumort."		"2cd4p9h.1a4"	"2cd4p9h.1a4"	"Kickxia spuria (L.) Dumort."	"Kickxia spuria"	
"Lagurus ovatus L."		"2cd4p9h.1ag"	"2cd4p9h.1ag"	"Lagurus ovatus L."	"Lagurus ovatus"	
"Larix decidua Mill."		"2cd4p9h.1as"	"2cd4p9h.1as"	"Larix decidua Mill."	"Larix decidua"	
"Leonurus cardiaca L."		"2cd4p9h.1br"	"2cd4p9h.1br"	"Leonurus cardiaca L."	"Leonurus cardiaca"	
"Leycesteria formosa Wall."		"2cd4p9h.1c2"	"2cd4p9h.1c2"	"Leycesteria formosa Wall."	"Leycesteria formosa"	
"Linaria arenaria DC."		"2cd4p9h.1d1"	"2cd4p9h.1d1"	"Linaria arenaria DC."	"Linaria arenaria"	
"Linaria repens (L.) Mill."		"2cd4p9h.1d4"	"2cd4p9h.1d4"	"Linaria repens (L.) Mill."	"Linaria repens"	
"Linnaea borealis L."		"2cd4p9h.1da"	"2cd4p9h.1da"	"Linnaea borealis L."	"Linnaea borealis"	
"Lolium multiflorum x perenne = L. x boucheanum Kunth"		"2cd4p9h.1ds"	"2cd4p9h.1ds"	"Lolium multiflorum x perenne = L. x boucheanum Kunth"	"Lolium multiflorum x perenne = L. x boucheanum"	
"Lycium chinense Mill."		"2cd4p9h.1ey"	"2cd4p9h.1ey"	"Lycium chinense Mill."	"Lycium chinense"	
"Melilotus altissimus Thuill."		"2cd4p9h.1fn"	"2cd4p9h.1fn"	"Melilotus altissimus Thuill."	"Melilotus altissimus"	
"Mentha aquatica x spicata = M. x piperita L."		"2cd4p9h.1ft"	"2cd4p9h.1ft"	"Mentha aquatica x spicata = M. x piperita L."	"Mentha aquatica x spicata = M. x piperita"	
"Narcissus jonquilla x pseudonarcissus = N. x odorus L."		"2cd4p9h.1hv"	"2cd4p9h.1hv"	"Narcissus jonquilla x pseudonarcissus = N. x odorus L."	"Narcissus jonquilla x pseudonarcissus = N. x odorus"	
"Oenothera stricta Ledeb. ex Link"		"2cd4p9h.1vh"	"2cd4p9h.1vh"	"Oenothera stricta Ledeb. ex Link"	"Oenothera stricta"	
"Petasites albus (L.) Gaertn."		"2cd4p9h.1k9"	"2cd4p9h.1k9"	"Petasites albus (L.) Gaertn."	"Petasites albus"	
"Picea abies (L.) H.Karst."		"2cd4p9h.1kr"	"2cd4p9h.1kr"	"Picea abies (L.) H.Karst."	"Picea abies"	
"Pinus pinaster Aiton"		"2cd4p9h.1x8"	"2cd4p9h.1x8"	"Pinus pinaster Aiton"	"Pinus pinaster"	
"Fallopia convolvulus (L.) Á.Löve"		"2cd4p9h.1m1"	"2cd4p9h.1m1"	"Fallopia convolvulus (L.) Á.Löve"	"Fallopia convolvulus"	
"Populus alba x tremula = P. x canescens (Aiton) Sm."		"2cd4p9h.1ma"	"2cd4p9h.1ma"	"Populus alba x tremula = P. x canescens (Aiton) Sm."	"Populus alba x tremula = P. x canescens"	
"Salix alba L."		"2cd4p9h.1sa"	"2cd4p9h.1sa"	"Salix alba L."	"Salix alba"	
"Salix daphnoides Vill."		"2cd4p9h.1t3"	"2cd4p9h.1t3"	"Salix daphnoides Vill."	"Salix daphnoides"	
"Sambucus racemosa L."		"2cd4p9h.1z5"	"2cd4p9h.1z5"	"Sambucus racemosa L."	"Sambucus racemosa"	
"Silene gallica L."		"2cd4p9h.213"	"2cd4p9h.213"	"Silene gallica L."	"Silene gallica"	
"Sinapis alba L. subsp. alba"		"2cd4p9h.21f"	"2cd4p9h.21f"	"Sinapis alba L. subsp. alba"	"Sinapis alba subsp. alba"	
"Sisyrinchium californicum (Ker Gawl.) W.T.Aiton"		"2cd4p9h.21x"	"2cd4p9h.21x"	"Sisyrinchium californicum (Ker Gawl.) W.T.Aiton"	"Sisyrinchium californicum"	
"Smyrnium olusatrum L."		"2cd4p9h.21r"	"2cd4p9h.21r"	"Smyrnium olusatrum L."	"Smyrnium olusatrum"	
"Sorbus intermedia (Ehrh.) Pers. s.s."		"2cd4p9h.22h"	"2cd4p9h.22h"	"Sorbus intermedia (Ehrh.) Pers. s.s."	"Sorbus intermedia"	"s.s."
"Symphytum asperum Lepech."		"2cd4p9h.23p"	"2cd4p9h.23p"	"Symphytum asperum Lepech."	"Symphytum asperum"	
"Valeriana pyrenaica L."		"2cd4p9h.26w"	"2cd4p9h.26w"	"Valeriana pyrenaica L."	"Valeriana pyrenaica"	
"Verbascum phoeniceum L."		"2cd4p9h.270"	"2cd4p9h.270"	"Verbascum phoeniceum L."	"Verbascum phoeniceum"	
"Verbascum densiflorum Bertol."		"2cd4p9h.273"	"2cd4p9h.273"	"Verbascum densiflorum Bertol."	"Verbascum densiflorum"	
"Veronica filiformis Sm."		"2cd4p9h.27f"	"2cd4p9h.27f"	"Veronica filiformis Sm."	"Veronica filiformis"	
"Veronica hederifolia subsp. lucorum (Klett & Richt.) Hartl"		"2cd4p9h.27x"	"2cd4p9h.27x"	"Veronica hederifolia subsp. lucorum (Klett & Richt.) Hartl"	"Veronica hederifolia subsp. lucorum"	
"Salix purpurea x viminalis = S. x rubra Huds."		"2cd4p9h.294"	"2cd4p9h.294"	"Salix purpurea x viminalis = S. x rubra Huds."	"Salix purpurea x viminalis = S. x rubra"	
"Oscularia deltoides (L.) Schwantes"		"2cd4p9h.29a"	"2cd4p9h.29a"	"Oscularia deltoides (L.) Schwantes"	"Oscularia deltoides"	
"Ruschia caroli (L.Bolus) Schwantes"		"2cd4p9h.29g"	"2cd4p9h.29g"	"Ruschia caroli (L.Bolus) Schwantes"	"Ruschia caroli"	
"Pinus strobus L."		"2cd4p9h.29w"	"2cd4p9h.29w"	"Pinus strobus L."	"Pinus strobus"	
"Rumex obtusifolius x patientia = R. x erubescens Simonk."		"2cd4p9h.29p"	"2cd4p9h.29p"	"Rumex obtusifolius x patientia = R. x erubescens Simonk."	"Rumex obtusifolius x patientia = R. x erubescens"	
"Solanum scabrum Mill."		"2cd4p9h.2b2"	"2cd4p9h.2b2"	"Solanum scabrum Mill."	"Solanum scabrum"	
"Dipsacus strigosus Willd."		"2cd4p9h.2bq"	"2cd4p9h.2bq"	"Dipsacus strigosus Willd."	"Dipsacus strigosus"	
"Epilobium komarovianum H.Lév."		"2cd4p9h.2bt"	"2cd4p9h.2bt"	"Epilobium komarovianum H.Lév."	"Epilobium komarovianum"	
"Darmera peltata (Torr. ex Benth.) Voss ex Post & Kuntze"		"2cd4p9h.2c4"	"2cd4p9h.2c4"	"Darmera peltata (Torr. ex Benth.) Voss ex Post & Kuntze"	"Darmera peltata"	
"Vicia sativa subsp. segetalis (Thuill.) Gaudin"		"2cd4p9h.2ca"	"2cd4p9h.2ca"	"Vicia sativa subsp. segetalis (Thuill.) Gaudin"	"Vicia sativa subsp. segetalis"	
"Geranium endressii x versicolor = G. x oxonianum P.F.Yeo"		"2cd4p9h.2d6"	"2cd4p9h.2d6"	"Geranium endressii x versicolor = G. x oxonianum P.F.Yeo"	"Geranium endressii x versicolor = G. x oxonianum"	
"Heracleum sphondylium x mantegazzianum"		"2cd4p9h.2ee"	"2cd4p9h.2ee"	"Heracleum sphondylium x mantegazzianum"	"Heracleum sphondylium x mantegazzianum"	
"Epilobium ciliatum x montanum = E. x interjectum Smejkal"		"2cd4p9h.2ek"	"2cd4p9h.2ek"	"Epilobium ciliatum x montanum = E. x interjectum Smejkal"	"Epilobium ciliatum x montanum = E. x interjectum"	
"Linaria purpurea x repens = L. x dominii Druce"		"2cd4p9h.2fm"	"2cd4p9h.2fm"	"Linaria purpurea x repens = L. x dominii Druce"	"Linaria purpurea x repens = L. x dominii"	
"Cotoneaster lacteus W.W.Sm."		"2cd4p9h.2h2"	"2cd4p9h.2h2"	"Cotoneaster lacteus W.W.Sm."	"Cotoneaster lacteus"	
"Pinus mugo Turra"		"2cd4p9h.2hb"	"2cd4p9h.2hb"	"Pinus mugo Turra"	"Pinus mugo"	
"Pinus ponderosa Douglas ex Lawson & C.Lawson"		"2cd4p9h.2he"	"2cd4p9h.2he"	"Pinus ponderosa Douglas ex Lawson & C.Lawson"	"Pinus ponderosa"	
"Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip. subsp. aurantiaca"		"2cd4p9h.2v7"	"2cd4p9h.2v7"	"Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip. subsp. aurantiaca"	"Pilosella aurantiaca subsp. aurantiaca"	
"Pilosella aurantiaca subsp. carpathicola (Nägeli & Peter) Soják"		"2cd4p9h.2vg"	"2cd4p9h.2vg"	"Pilosella aurantiaca subsp. carpathicola (Nägeli & Peter) Soják"	"Pilosella aurantiaca subsp. carpathicola"	
"Ceratochloa brevis (Nees ex Steud.) B.D.Jacks."		"2cd4p9h.2wc"	"2cd4p9h.2wc"	"Ceratochloa brevis (Nees ex Steud.) B.D.Jacks."	"Ceratochloa brevis"	
"Echinochloa frumentacea Link"		"2cd4p9h.2kq"	"2cd4p9h.2kq"	"Echinochloa frumentacea Link"	"Echinochloa frumentacea"	
"Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M.Black"		"2cd4p9h.2x7"	"2cd4p9h.2x7"	"Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M.Black"	"Eriochloa pseudoacrotricha"	
"Setaria parviflora (Poir.) Kerguélen"		"2cd4p9h.2xd"	"2cd4p9h.2xd"	"Setaria parviflora (Poir.) Kerguélen"	"Setaria parviflora"	
"Bromus hordeaceus subsp. divaricatus (Bonnier & de Layens) Kerguélen"		"2cd4p9h.2xw"	"2cd4p9h.2xw"	"Bromus hordeaceus subsp. divaricatus (Bonnier & de Layens) Kerguélen"	"Bromus hordeaceus subsp. divaricatus"	
"Alnus rubra Bong."		"2cd4p9h.2m3"	"2cd4p9h.2m3"	"Alnus rubra Bong."	"Alnus rubra"	
"Correa backhousiana"		"2cd4p9h.2m9"	"2cd4p9h.84hwh7"	"Correa backhouseana Hook."	"Correa backhousiana"	
"Cotoneaster cochleatus (Franch.) G.Klotz"		"2cd4p9h.2mf"	"2cd4p9h.2mf"	"Cotoneaster cochleatus (Franch.) G.Klotz"	"Cotoneaster cochleatus"	
"Cotoneaster obscurus Rehder & E.H.Wilson"		"2cd4p9h.2mx"	"2cd4p9h.2mx"	"Cotoneaster obscurus Rehder & E.H.Wilson"	"Cotoneaster obscurus"	
"Cotoneaster nitidus Jacques"		"2cd4p9h.2my"	"2cd4p9h.ne5"	"Cotoneaster rotundifolius Wall. ex Lindl."	"Cotoneaster nitidus"	
"Cotoneaster rotundifolius Wall. ex Lindl."		"2cd4p9h.2my"	"2cd4p9h.2my"	"Cotoneaster rotundifolius Wall. ex Lindl."	"Cotoneaster rotundifolius"	
"Cotoneaster vilmorinianus G.Klotz"		"2cd4p9h.2mr"	"2cd4p9h.2mr"	"Cotoneaster vilmorinianus G.Klotz"	"Cotoneaster vilmorinianus"	
"Geranium platypetalum Fisch. & C.A.Mey."		"2cd4p9h.2nq"	"2cd4p9h.2nq"	"Geranium platypetalum Fisch. & C.A.Mey."	"Geranium platypetalum"	
"Pancratium maritimum L."		"2cd4p9h.2yd"	"2cd4p9h.2yd"	"Pancratium maritimum L."	"Pancratium maritimum"	
"Parietaria officinalis L."		"2cd4p9h.2yw"	"2cd4p9h.2yw"	"Parietaria officinalis L."	"Parietaria officinalis"	
"Scilla bithynica Boiss."		"2cd4p9h.2p6"	"2cd4p9h.2p6"	"Scilla bithynica Boiss."	"Scilla bithynica"	
"Rubus tricolor Focke"		"2cd4p9h.2qt"	"2cd4p9h.2qt"	"Rubus tricolor Focke"	"Rubus tricolor"	
"Cotoneaster hsingshangensis J.Fryer & B.Hylmö"		"2cd4p9h.2r1"	"2cd4p9h.2r1"	"Cotoneaster hsingshangensis J.Fryer & B.Hylmö"	"Cotoneaster hsingshangensis"	
"Pleioblastus pygmaeus (Miq.) Nakai"		"2cd4p9h.30v"	"2cd4p9h.30v"	"Pleioblastus pygmaeus (Miq.) Nakai"	"Pleioblastus pygmaeus"	
"Acaena anserinifolia x inermis"		"2cd4p9h.30y"	"2cd4p9h.30y"	"Acaena anserinifolia x inermis"	"Acaena anserinifolia x inermis"	
"Matthiola longipetala (Vent.) DC."		"2cd4p9h.31b"	"2cd4p9h.31b"	"Matthiola longipetala (Vent.) DC."	"Matthiola longipetala"	
"Agrostis scabra Willd."		"2cd4p9h.31n"	"2cd4p9h.31n"	"Agrostis scabra Willd."	"Agrostis scabra"	
"Calystegia pulchra x silvatica = C. x howittiorum Brummitt"		"2cd4p9h.327"	"2cd4p9h.327"	"Calystegia pulchra x silvatica = C. x howittiorum Brummitt"	"Calystegia pulchra x silvatica = C. x howittiorum"	
"Amaranthus bouchonii Thell."		"2cd4p9h.32a"	"2cd4p9h.32a"	"Amaranthus bouchonii Thell."	"Amaranthus bouchonii"	
"Bupleurum subovatum Link ex Spreng."		"2cd4p9h.32d"	"2cd4p9h.32d"	"Bupleurum subovatum Link ex Spreng."	"Bupleurum subovatum"	
"Myriophyllum aquaticum (Vell.) Verdc."		"2cd4p9h.32w"	"2cd4p9h.32w"	"Myriophyllum aquaticum (Vell.) Verdc."	"Myriophyllum aquaticum"	
"Zea mays L."		"2cd4p9h.32p"	"2cd4p9h.32p"	"Zea mays L."	"Zea mays"	
"Rosa ferruginea Vill."		"2cd4p9h.34e"	"2cd4p9h.34e"	"Rosa ferruginea Vill."	"Rosa ferruginea"	
"Saponaria ocymoides L."		"2cd4p9h.387"	"2cd4p9h.387"	"Saponaria ocymoides L."	"Saponaria ocymoides"	
"Acacia melanoxylon R.Br."		"2cd4p9h.38d"	"2cd4p9h.38d"	"Acacia melanoxylon R.Br."	"Acacia melanoxylon"	
"Narcissus poeticus L."		"2cd4p9h.38g"	"2cd4p9h.38g"	"Narcissus poeticus L."	"Narcissus poeticus"	
"Poa flabellata (Lam.) Raspail"		"2cd4p9h.38m"	"2cd4p9h.38m"	"Poa flabellata (Lam.) Raspail"	"Poa flabellata"	
"Daucus carota subsp. sativus (Hoffm.) Arcang."		"2cd4p9h.396"	"2cd4p9h.396"	"Daucus carota subsp. sativus (Hoffm.) Arcang."	"Daucus carota subsp. sativus"	
"Papaver dubium L. s.s."		"2cd4p9h.3ep"	"2cd4p9h.3ep"	"Papaver dubium L. s.s."	"Papaver dubium"	"s.s."
"Papaver dubium L. subsp. dubium"		"2cd4p9h.3ep"	"2cd4p9h.vq1"	"Papaver dubium L. s.s."	"Papaver dubium subsp. dubium"	
"Acanthus spinosus L."		"2cd4p9h.3f0"	"2cd4p9h.3f0"	"Acanthus spinosus L."	"Acanthus spinosus"	
"Agave americana L."		"2cd4p9h.3f6"	"2cd4p9h.3f6"	"Agave americana L."	"Agave americana"	
"Agrostis avenacea J.F.Gmel."		"2cd4p9h.3f9"	"2cd4p9h.3f9"	"Agrostis avenacea J.F.Gmel."	"Agrostis avenacea"	
"Arctium lappa x minus = A. x nothum (Ruhmer) J.Weiss"		"2cd4p9h.3fc"	"2cd4p9h.3fc"	"Arctium lappa x minus = A. x nothum (Ruhmer) J.Weiss"	"Arctium lappa x minus = A. x nothum"	
"Artemisia biennis Willd."		"2cd4p9h.3ff"	"2cd4p9h.3ff"	"Artemisia biennis Willd."	"Artemisia biennis"	
"Berberis gagnepainii C.K.Schneid."		"2cd4p9h.3fr"	"2cd4p9h.3fr"	"Berberis gagnepainii C.K.Schneid."	"Berberis gagnepainii"	
"Campanula pyramidalis L."		"2cd4p9h.3fz"	"2cd4p9h.3fz"	"Campanula pyramidalis L."	"Campanula pyramidalis"	
"Clematis tangutica (Maxim.) Korsh."		"2cd4p9h.3gh"	"2cd4p9h.3gh"	"Clematis tangutica (Maxim.) Korsh."	"Clematis tangutica"	
"Corydalis cheilanthifolia Hemsl."		"2cd4p9h.3gn"	"2cd4p9h.3gn"	"Corydalis cheilanthifolia Hemsl."	"Corydalis cheilanthifolia"	
"Cotula australis (Sieber ex Spreng.) Hook.f."		"2cd4p9h.3gt"	"2cd4p9h.3gt"	"Cotula australis (Sieber ex Spreng.) Hook.f."	"Cotula australis"	
"Crocus chrysanthus (Herb.) Herb."		"2cd4p9h.3h1"	"2cd4p9h.3h1"	"Crocus chrysanthus (Herb.) Herb."	"Crocus chrysanthus"	
"Euphorbia maculata L."		"2cd4p9h.3h7"	"2cd4p9h.3h7"	"Euphorbia maculata L."	"Euphorbia maculata"	
"Genista aetnensis (Raf. ex Biv.) DC."		"2cd4p9h.3v9"	"2cd4p9h.3v9"	"Genista aetnensis (Raf. ex Biv.) DC."	"Genista aetnensis"	
"Gentiana asclepiadea L."		"2cd4p9h.3vf"	"2cd4p9h.3vf"	"Gentiana asclepiadea L."	"Gentiana asclepiadea"	
"Lathyrus heterophyllus L."		"2cd4p9h.3vy"	"2cd4p9h.3vy"	"Lathyrus heterophyllus L."	"Lathyrus heterophyllus"	
"Leptospermum lanigerum (Aiton) Sm."		"2cd4p9h.3vz"	"2cd4p9h.3vz"	"Leptospermum lanigerum (Aiton) Sm."	"Leptospermum lanigerum"	
"Libertia elegans Poepp."		"2cd4p9h.3w5"	"2cd4p9h.3w5"	"Libertia elegans Poepp."	"Libertia elegans"	
"Libertia formosa Graham"		"2cd4p9h.3w8"	"2cd4p9h.3w8"	"Libertia formosa Graham"	"Libertia formosa"	
"Linaria repens x supina = L. x cornubiensis Druce"		"2cd4p9h.3wb"	"2cd4p9h.3wb"	"Linaria repens x supina = L. x cornubiensis Druce"	"Linaria repens x supina = L. x cornubiensis"	
"Narcissus cyclamineus DC."		"2cd4p9h.3wq"	"2cd4p9h.3wq"	"Narcissus cyclamineus DC."	"Narcissus cyclamineus"	
"Nertera granadensis (Mutis ex L.f.) Druce"		"2cd4p9h.3k1"	"2cd4p9h.3k1"	"Nertera granadensis (Mutis ex L.f.) Druce"	"Nertera granadensis"	
"Ornithopus compressus L."		"2cd4p9h.3k7"	"2cd4p9h.3k7"	"Ornithopus compressus L."	"Ornithopus compressus"	
"Pericallis hybrida B.Nord."		"2cd4p9h.3kd"	"2cd4p9h.3kd"	"Pericallis hybrida B.Nord."	"Pericallis hybrida"	
"Phygelius capensis E.Mey. ex Benth."		"2cd4p9h.3kw"	"2cd4p9h.3kw"	"Phygelius capensis E.Mey. ex Benth."	"Phygelius capensis"	
"Primula japonica A.Gray"		"2cd4p9h.3km"	"2cd4p9h.3km"	"Primula japonica A.Gray"	"Primula japonica"	
"Quercus cerris x robur"		"2cd4p9h.3kp"	"2cd4p9h.3kp"	"Quercus cerris x robur"	"Quercus cerris x robur"	
"Reineckea carnea (Haw.) Kunth"		"2cd4p9h.3x6"	"2cd4p9h.3x6"	"Reineckea carnea (Haw.) Kunth"	"Reineckea carnea"	
"Sedum hispanicum L."		"2cd4p9h.3xf"	"2cd4p9h.3xf"	"Sedum hispanicum L."	"Sedum hispanicum"	
"Sorbaria tomentosa (Lindl.) Rehder"		"2cd4p9h.3xx"	"2cd4p9h.3xx"	"Sorbaria tomentosa (Lindl.) Rehder"	"Sorbaria tomentosa"	
"Symphytum caucasicum M.Bieb."		"2cd4p9h.3xr"	"2cd4p9h.3xr"	"Symphytum caucasicum M.Bieb."	"Symphytum caucasicum"	
"Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip."		"2cd4p9h.3m2"	"2cd4p9h.3m2"	"Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip."	"Tanacetum macrophyllum"	
"Thalictrum delavayi Franch."		"2cd4p9h.3me"	"2cd4p9h.3me"	"Thalictrum delavayi Franch."	"Thalictrum delavayi"	
"Verbascum bombyciferum Boiss."		"2cd4p9h.3mh"	"2cd4p9h.3mh"	"Verbascum bombyciferum Boiss."	"Verbascum bombyciferum"	
"Amaranthus graecizans L."		"2cd4p9h.3mn"	"2cd4p9h.3mn"	"Amaranthus graecizans L."	"Amaranthus graecizans"	
"Erodium cygnorum subsp. glandulosum Carolin"		"2cd4p9h.3n1"	"2cd4p9h.3n1"	"Erodium cygnorum subsp. glandulosum Carolin"	"Erodium cygnorum subsp. glandulosum"	
"Spiraea multiflora x thunbergii = S. x arguta Zabel"		"2cd4p9h.3nw"	"2cd4p9h.3nw"	"Spiraea multiflora x thunbergii = S. x arguta Zabel"	"Spiraea multiflora x thunbergii = S. x arguta"	
"Juncus inflexus x pallidus"		"2cd4p9h.3ns"	"2cd4p9h.3ns"	"Juncus inflexus x pallidus"	"Juncus inflexus x pallidus"	
"Ageratum houstonianum Mill."		"2cd4p9h.3yy"	"2cd4p9h.3yy"	"Ageratum houstonianum Mill."	"Ageratum houstonianum"	
"Bidens bipinnata L."		"2cd4p9h.3yr"	"2cd4p9h.3yr"	"Bidens bipinnata L."	"Bidens bipinnata"	
"Clarkia amoena (Lehm.) A.Nelson & J.F.Macbr."		"2cd4p9h.3pb"	"2cd4p9h.3pb"	"Clarkia amoena (Lehm.) A.Nelson & J.F.Macbr."	"Clarkia amoena"	
"Eucalyptus globulus Labill."		"2cd4p9h.3qa"	"2cd4p9h.3qa"	"Eucalyptus globulus Labill."	"Eucalyptus globulus"	
"Lupinus angustifolius L."		"2cd4p9h.3qw"	"2cd4p9h.3qw"	"Lupinus angustifolius L."	"Lupinus angustifolius"	
"Melilotus sulcatus Desf."		"2cd4p9h.3qp"	"2cd4p9h.3qp"	"Melilotus sulcatus Desf."	"Melilotus sulcatus"	
"Paulownia tomentosa (Thunb.) Steud."		"2cd4p9h.3r9"	"2cd4p9h.3r9"	"Paulownia tomentosa (Thunb.) Steud."	"Paulownia tomentosa"	
"Phlox paniculata L."		"2cd4p9h.3rc"	"2cd4p9h.3rc"	"Phlox paniculata L."	"Phlox paniculata"	
"Scolymus hispanicus L."		"2cd4p9h.3rz"	"2cd4p9h.3rz"	"Scolymus hispanicus L."	"Scolymus hispanicus"	
"Hordeum geniculatum All."		"2cd4p9h.3zy"	"2cd4p9h.3zy"	"Hordeum geniculatum All."	"Hordeum geniculatum"	
"Arabis alpina L."		"2cd4p9h.426"	"2cd4p9h.426"	"Arabis alpina L."	"Arabis alpina"	
