"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Cotoneaster rehderi Pojark."		"2cd4p9h.g9b"	"2cd4p9h.g9b"	"Cotoneaster rehderi Pojark."	"Cotoneaster rehderi"	
"Lepidium graminifolium L."		"2cd4p9h.g9t"	"2cd4p9h.g9t"	"Lepidium graminifolium L."	"Lepidium graminifolium"	
"Agrostis lachnantha Nees"		"2cd4p9h.ga7"	"2cd4p9h.ga7"	"Agrostis lachnantha Nees"	"Agrostis lachnantha"	
"Elymus scabrus (Labill.) Á.Löve"		"2cd4p9h.gbf"	"2cd4p9h.gbf"	"Elymus scabrus (Labill.) Á.Löve"	"Elymus scabrus"	
"Hordeum pusillum Nutt."		"2cd4p9h.gbx"	"2cd4p9h.gbx"	"Hordeum pusillum Nutt."	"Hordeum pusillum"	
"Eragrostis cilianensis (All.) Vignolo ex Janch."		"2cd4p9h.gc5"	"2cd4p9h.gc5"	"Eragrostis cilianensis (All.) Vignolo ex Janch."	"Eragrostis cilianensis"	
"Eragrostis pilosa (L.) P.Beauv."		"2cd4p9h.gce"	"2cd4p9h.gce"	"Eragrostis pilosa (L.) P.Beauv."	"Eragrostis pilosa"	
"Eleusine tristachya (Lam.) Lam."		"2cd4p9h.gcn"	"2cd4p9h.gcn"	"Eleusine tristachya (Lam.) Lam."	"Eleusine tristachya"	
"Tragus australianus S.T.Blake"		"2cd4p9h.gd4"	"2cd4p9h.gd4"	"Tragus australianus S.T.Blake"	"Tragus australianus"	
"Pilosella caespitosa x lactucella = P. x floribunda (Wimm. & Grab.) Arv.-Touv."		"2cd4p9h.gdd"	"2cd4p9h.gdd"	"Pilosella caespitosa x lactucella = P. x floribunda (Wimm. & Grab.) Arv.-Touv."	"Pilosella caespitosa x lactucella = P. x floribunda"	
"Cenchrus echinatus L."		"2cd4p9h.gdg"	"2cd4p9h.gdg"	"Cenchrus echinatus L."	"Cenchrus echinatus"	
"Rostraria cristata (L.) Tzvelev"		"2cd4p9h.gdm"	"2cd4p9h.gdm"	"Rostraria cristata (L.) Tzvelev"	"Rostraria cristata"	
"Aesculus indica (Cambess.) Hook."		"2cd4p9h.gdp"	"2cd4p9h.gdp"	"Aesculus indica (Cambess.) Hook."	"Aesculus indica"	
"Cotoneaster tomentellus Pojark."		"2cd4p9h.ge9"	"2cd4p9h.ge9"	"Cotoneaster tomentellus Pojark."	"Cotoneaster tomentellus"	
"Crocus longiflorus Raf."		"2cd4p9h.gef"	"2cd4p9h.gef"	"Crocus longiflorus Raf."	"Crocus longiflorus"	
"Hoheria populnea A.Cunn."		"2cd4p9h.gf2"	"2cd4p9h.gf2"	"Hoheria populnea A.Cunn."	"Hoheria populnea"	
"Narcissus minor L."		"2cd4p9h.gf5"	"2cd4p9h.gf5"	"Narcissus minor L."	"Narcissus minor"	
"Ononis baetica Clemente"		"2cd4p9h.gf8"	"2cd4p9h.gf8"	"Ononis baetica Clemente"	"Ononis baetica"	
"Populus nigra x balsamifera x deltoides = P. x jackii x nigra"		"2cd4p9h.gfn"	"2cd4p9h.gfn"	"Populus nigra x balsamifera x deltoides = P. x jackii x nigra"	"Populus nigra x balsamifera x deltoides = P. x jackii x nigra"	
"Senecio glastifolius L.f."		"2cd4p9h.gg1"	"2cd4p9h.gg1"	"Senecio glastifolius L.f."	"Senecio glastifolius"	
"Chimonobambusa quadrangularis (Franceschi) Makino"		"2cd4p9h.gkz"	"2cd4p9h.gkz"	"Chimonobambusa quadrangularis (Franceschi) Makino"	"Chimonobambusa quadrangularis"	
"Verbascum speciosum x thapsus = V. x duernsteinense Teyber"		"2cd4p9h.gxb"	"2cd4p9h.gxb"	"Verbascum speciosum x thapsus = V. x duernsteinense Teyber"	"Verbascum speciosum x thapsus = V. x duernsteinense"	
"Kerria japonica (L.) DC."		"2cd4p9h.gxk"	"2cd4p9h.gxk"	"Kerria japonica (L.) DC."	"Kerria japonica"	
"Phacelia tanacetifolia Benth."		"2cd4p9h.gxn"	"2cd4p9h.gxn"	"Phacelia tanacetifolia Benth."	"Phacelia tanacetifolia"	
"Lactuca tatarica (L.) C.A.Mey."		"2cd4p9h.gm1"	"2cd4p9h.gm1"	"Lactuca tatarica (L.) C.A.Mey."	"Lactuca tatarica"	
"Lythrum junceum Banks & Sol."		"2cd4p9h.gm4"	"2cd4p9h.gm4"	"Lythrum junceum Banks & Sol."	"Lythrum junceum"	
"Prunus serotina Ehrh."		"2cd4p9h.gm7"	"2cd4p9h.gm7"	"Prunus serotina Ehrh."	"Prunus serotina"	
"Hemerocallis fulva (L.) L."		"2cd4p9h.gma"	"2cd4p9h.gma"	"Hemerocallis fulva (L.) L."	"Hemerocallis fulva"	
"Lepidium bonariense L."		"2cd4p9h.gmw"	"2cd4p9h.gmw"	"Lepidium bonariense L."	"Lepidium bonariense"	
"Nuphar advena (Aiton) W.T.Aiton"		"2cd4p9h.gms"	"2cd4p9h.gms"	"Nuphar advena (Aiton) W.T.Aiton"	"Nuphar advena"	
"Acorus gramineus Aiton"		"2cd4p9h.gnc"	"2cd4p9h.gnc"	"Acorus gramineus Aiton"	"Acorus gramineus"	
"Rosa x alba L."		"2cd4p9h.gnz"	"2cd4p9h.gnz"	"Rosa x alba L."	"Rosa x alba"	
"Dianthus gratianopolitanus x plumarius"		"2cd4p9h.gqx"	"2cd4p9h.gqx"	"Dianthus gratianopolitanus x plumarius"	"Dianthus gratianopolitanus x plumarius"	
"Silene pendula L."		"2cd4p9h.grn"	"2cd4p9h.grn"	"Silene pendula L."	"Silene pendula"	
"Agapanthus praecox Willd."		"2cd4p9h.grt"	"2cd4p9h.grt"	"Agapanthus praecox Willd."	"Agapanthus praecox"	
"Yushania anceps (Mitford) W.C.Lin"		"2cd4p9h.gs4"	"2cd4p9h.gs4"	"Yushania anceps (Mitford) W.C.Lin"	"Yushania anceps"	
"Crocus tommasinianus Herb."		"2cd4p9h.gs7"	"2cd4p9h.gs7"	"Crocus tommasinianus Herb."	"Crocus tommasinianus"	
"Sigesbeckia orientalis L."		"2cd4p9h.gsd"	"2cd4p9h.gsd"	"Sigesbeckia orientalis L."	"Sigesbeckia orientalis"	
"Euphorbia characias subsp. wulfenii (Hoppe ex W.D.J.Koch) Radcl.-Sm."		"2cd4p9h.h25"	"2cd4p9h.7mm6z5"	"Euphorbia characias subsp. veneta (Willd.) Litard."	"Euphorbia characias subsp. wulfenii"	
"Agrostis capillaris x castellana = A. x fouilladeana Lambinon & Verloove"		"2cd4p9h.h2h"	"2cd4p9h.h2h"	"Agrostis capillaris x castellana = A. x fouilladeana Lambinon & Verloove"	"Agrostis capillaris x castellana = A. x fouilladeana"	
"Amaranthus cruentus L."		"2cd4p9h.h2k"	"2cd4p9h.h2k"	"Amaranthus cruentus L."	"Amaranthus cruentus"	
"Aronia arbutifolia (L.) Pers."		"2cd4p9h.h2q"	"2cd4p9h.h2q"	"Aronia arbutifolia (L.) Pers."	"Aronia arbutifolia"	
"Aronia melanocarpa (Michx.) Elliott"		"2cd4p9h.h2t"	"2cd4p9h.h2t"	"Aronia melanocarpa (Michx.) Elliott"	"Aronia melanocarpa"	
"Astilbe chinensis x japonica = A. x arendsii Arends"		"2cd4p9h.h31"	"2cd4p9h.h31"	"Astilbe chinensis x japonica = A. x arendsii Arends"	"Astilbe chinensis x japonica = A. x arendsii"	
"Centranthus calcitrapae (L.) Dufr."		"2cd4p9h.h3a"	"2cd4p9h.h3a"	"Centranthus calcitrapae (L.) Dufr."	"Centranthus calcitrapae"	
"Chaenorhinum origanifolium (L.) Kostel."		"2cd4p9h.h3d"	"2cd4p9h.h3d"	"Chaenorhinum origanifolium (L.) Kostel."	"Chaenorhinum origanifolium"	
"Cirsium erisithales (Jacq.) Scop."		"2cd4p9h.h3g"	"2cd4p9h.h3g"	"Cirsium erisithales (Jacq.) Scop."	"Cirsium erisithales"	
"Cotoneaster hjelmqvistii Flinck & B.Hylmö"		"2cd4p9h.h3w"	"2cd4p9h.h3w"	"Cotoneaster hjelmqvistii Flinck & B.Hylmö"	"Cotoneaster hjelmqvistii"	
"Cotula squalida (Hook.f.) Hook.f."		"2cd4p9h.h3s"	"2cd4p9h.h3s"	"Cotula squalida (Hook.f.) Hook.f."	"Cotula squalida"	
"Crassula decumbens Thunb."		"2cd4p9h.h40"	"2cd4p9h.h40"	"Crassula decumbens Thunb."	"Crassula decumbens"	
"Cyperus eragrostis Lam."		"2cd4p9h.h43"	"2cd4p9h.h43"	"Cyperus eragrostis Lam."	"Cyperus eragrostis"	
"Digitalis lutea L."		"2cd4p9h.h46"	"2cd4p9h.h46"	"Digitalis lutea L."	"Digitalis lutea"	
"Doronicum columnae Ten."		"2cd4p9h.h49"	"2cd4p9h.h49"	"Doronicum columnae Ten."	"Doronicum columnae"	
"Echium rosulatum Lange"		"2cd4p9h.h4c"	"2cd4p9h.h4c"	"Echium rosulatum Lange"	"Echium rosulatum"	
"Eryngium planum L."		"2cd4p9h.h4f"	"2cd4p9h.h4f"	"Eryngium planum L."	"Eryngium planum"	
"Euphorbia cyparissias x esula = E. x pseudoesula Schur"		"2cd4p9h.h4v"	"2cd4p9h.h4v"	"Euphorbia cyparissias x esula = E. x pseudoesula Schur"	"Euphorbia cyparissias x esula = E. x pseudoesula"	
"Geranium himalayense Klotzsch"		"2cd4p9h.h5b"	"2cd4p9h.h5b"	"Geranium himalayense Klotzsch"	"Geranium himalayense"	
"Grindelia stricta DC."		"2cd4p9h.h5k"	"2cd4p9h.h5k"	"Grindelia stricta DC."	"Grindelia stricta"	
"Helichrysum bellidioides (G.Forst.) Willd."		"2cd4p9h.h5t"	"2cd4p9h.h5t"	"Helichrysum bellidioides (G.Forst.) Willd."	"Helichrysum bellidioides"	
"Hepatica nobilis Schreb."		"2cd4p9h.h64"	"2cd4p9h.h64"	"Hepatica nobilis Schreb."	"Hepatica nobilis"	
"Hypericum nummularium L."		"2cd4p9h.h67"	"2cd4p9h.h67"	"Hypericum nummularium L."	"Hypericum nummularium"	
"Narcissus bulbocodium L."		"2cd4p9h.h6g"	"2cd4p9h.h6g"	"Narcissus bulbocodium L."	"Narcissus bulbocodium"	
"Nepeta nepetella x racemosa = N. x faassenii Bergmans ex Stearn"		"2cd4p9h.h6w"	"2cd4p9h.h6w"	"Nepeta nepetella x racemosa = N. x faassenii Bergmans ex Stearn"	"Nepeta nepetella x racemosa = N. x faassenii"	
"Parthenocissus inserta (A.Kern.) Fritsch"		"2cd4p9h.h6m"	"2cd4p9h.h6m"	"Parthenocissus inserta (A.Kern.) Fritsch"	"Parthenocissus inserta"	
"Paspalum distichum L."		"2cd4p9h.h6s"	"2cd4p9h.h6s"	"Paspalum distichum L."	"Paspalum distichum"	
"Philadelphus coronarius x microphyllus x pubescens = P. x virginalis Rehder"		"2cd4p9h.h70"	"2cd4p9h.h70"	"Philadelphus coronarius x microphyllus x pubescens = P. x virginalis Rehder"	"Philadelphus coronarius x microphyllus x pubescens = P. x virginalis"	
"Phuopsis stylosa (Trin.) Benth. & Hook.f. ex B.D.Jacks."		"2cd4p9h.h76"	"2cd4p9h.h76"	"Phuopsis stylosa (Trin.) Benth. & Hook.f. ex B.D.Jacks."	"Phuopsis stylosa"	
"Prunus dulcis (Mill.) D.A.Webb"		"2cd4p9h.h7c"	"2cd4p9h.h7c"	"Prunus dulcis (Mill.) D.A.Webb"	"Prunus dulcis"	
"Prunus incisa Thunb."		"2cd4p9h.h7f"	"2cd4p9h.h7f"	"Prunus incisa Thunb."	"Prunus incisa"	
"Ranunculus aconitifolius L."		"2cd4p9h.h7v"	"2cd4p9h.h7v"	"Ranunculus aconitifolius L."	"Ranunculus aconitifolius"	
"Ranunculus marginatus d'Urv."		"2cd4p9h.h7x"	"2cd4p9h.h7x"	"Ranunculus marginatus d'Urv."	"Ranunculus marginatus"	
"Rodgersia podophylla A.Gray"		"2cd4p9h.h7r"	"2cd4p9h.h7r"	"Rodgersia podophylla A.Gray"	"Rodgersia podophylla"	
"Salpichroa origanifolia (Lam.) Thell."		"2cd4p9h.h85"	"2cd4p9h.h85"	"Salpichroa origanifolia (Lam.) Thell."	"Salpichroa origanifolia"	
"Salvia sclarea L."		"2cd4p9h.h88"	"2cd4p9h.h88"	"Salvia sclarea L."	"Salvia sclarea"	
"Sorghum halepense (L.) Pers."		"2cd4p9h.h8e"	"2cd4p9h.h8e"	"Sorghum halepense (L.) Pers."	"Sorghum halepense"	
"Sparaxis grandiflora (D.Delaroche) Ker Gawl."		"2cd4p9h.h8k"	"2cd4p9h.h8k"	"Sparaxis grandiflora (D.Delaroche) Ker Gawl."	"Sparaxis grandiflora"	
"Thalictrum aquilegiifolium L."		"2cd4p9h.h8t"	"2cd4p9h.h8t"	"Thalictrum aquilegiifolium L."	"Thalictrum aquilegiifolium"	
"Tradescantia fluminensis Vell."		"2cd4p9h.h91"	"2cd4p9h.h91"	"Tradescantia fluminensis Vell."	"Tradescantia fluminensis"	
"Tropaeolum speciosum Poepp. & Endl."		"2cd4p9h.h94"	"2cd4p9h.h94"	"Tropaeolum speciosum Poepp. & Endl."	"Tropaeolum speciosum"	
"Tulipa gesneriana L."		"2cd4p9h.h97"	"2cd4p9h.h97"	"Tulipa gesneriana L."	"Tulipa gesneriana"	
"Vaccinium corymbosum L."		"2cd4p9h.h9g"	"2cd4p9h.h9g"	"Vaccinium corymbosum L."	"Vaccinium corymbosum"	
"Verbascum pyramidatum M.Bieb."		"2cd4p9h.h9w"	"2cd4p9h.h9w"	"Verbascum pyramidatum M.Bieb."	"Verbascum pyramidatum"	
"Verbascum pyramidatum x nigrum"		"2cd4p9h.h9m"	"2cd4p9h.h9m"	"Verbascum pyramidatum x nigrum"	"Verbascum pyramidatum x nigrum"	
"Zantedeschia aethiopica (L.) Spreng."		"2cd4p9h.ha3"	"2cd4p9h.ha3"	"Zantedeschia aethiopica (L.) Spreng."	"Zantedeschia aethiopica"	
"Amaranthus capensis Thell."		"2cd4p9h.haf"	"2cd4p9h.haf"	"Amaranthus capensis Thell."	"Amaranthus capensis"	
"Buddleja davidii x globosa = B. x weyeriana Weyer"		"2cd4p9h.hav"	"2cd4p9h.hav"	"Buddleja davidii x globosa = B. x weyeriana Weyer"	"Buddleja davidii x globosa = B. x weyeriana"	
"Dianthus gratianopolitanus x caryophyllus x plumarius"		"2cd4p9h.haz"	"2cd4p9h.haz"	"Dianthus gratianopolitanus x caryophyllus x plumarius"	"Dianthus gratianopolitanus x caryophyllus x plumarius"	
"Fumaria officinalis x densiflora = F. x salmonii Druce"		"2cd4p9h.hb5"	"2cd4p9h.hb5"	"Fumaria officinalis x densiflora = F. x salmonii Druce"	"Fumaria officinalis x densiflora = F. x salmonii"	
"Amaranthus blitum L."		"2cd4p9h.hbh"	"2cd4p9h.hbh"	"Amaranthus blitum L."	"Amaranthus blitum"	
"Anemone blanda Schott & Kotschy"		"2cd4p9h.hbn"	"2cd4p9h.hbn"	"Anemone blanda Schott & Kotschy"	"Anemone blanda"	
"Calotis cuneifolia R.Br."		"2cd4p9h.hcw"	"2cd4p9h.hcw"	"Calotis cuneifolia R.Br."	"Calotis cuneifolia"	
"Citrullus lanatus (Thunb.) Matsum. & Nakai"		"2cd4p9h.hcs"	"2cd4p9h.hcs"	"Citrullus lanatus (Thunb.) Matsum. & Nakai"	"Citrullus lanatus"	
"Erodium brachycarpum (Godr.) Thell."		"2cd4p9h.hd9"	"2cd4p9h.hd9"	"Erodium brachycarpum (Godr.) Thell."	"Erodium brachycarpum"	
"Hainardia cylindrica (Willd.) Greuter"		"2cd4p9h.hdf"	"2cd4p9h.hdf"	"Hainardia cylindrica (Willd.) Greuter"	"Hainardia cylindrica"	
"Hibiscus trionum L."		"2cd4p9h.hdy"	"2cd4p9h.hdy"	"Hibiscus trionum L."	"Hibiscus trionum"	
"Hypericum forrestii (Chitt.) N.Robson"		"2cd4p9h.hdr"	"2cd4p9h.hdr"	"Hypericum forrestii (Chitt.) N.Robson"	"Hypericum forrestii"	
"Lupinus albus L."		"2cd4p9h.he2"	"2cd4p9h.he2"	"Lupinus albus L."	"Lupinus albus"	
"Medicago laciniata (L.) Mill."		"2cd4p9h.he8"	"2cd4p9h.he8"	"Medicago laciniata (L.) Mill."	"Medicago laciniata"	
"Medicago praecox DC."		"2cd4p9h.heb"	"2cd4p9h.heb"	"Medicago praecox DC."	"Medicago praecox"	
"Nicotiana rustica L."		"2cd4p9h.hek"	"2cd4p9h.hek"	"Nicotiana rustica L."	"Nicotiana rustica"	
"Nicotiana tabacum L."		"2cd4p9h.hen"	"2cd4p9h.hen"	"Nicotiana tabacum L."	"Nicotiana tabacum"	
"Ononis alopecuroides L."		"2cd4p9h.heq"	"2cd4p9h.heq"	"Ononis alopecuroides L."	"Ononis alopecuroides"	
"Phaseolus coccineus L."		"2cd4p9h.hf1"	"2cd4p9h.hf1"	"Phaseolus coccineus L."	"Phaseolus coccineus"	
"Phaseolus vulgaris L."		"2cd4p9h.hf4"	"2cd4p9h.hf4"	"Phaseolus vulgaris L."	"Phaseolus vulgaris"	
"Plantago afra L."		"2cd4p9h.hf7"	"2cd4p9h.hf7"	"Plantago afra L."	"Plantago afra"	
"Reseda odorata L."		"2cd4p9h.hfd"	"2cd4p9h.hfd"	"Reseda odorata L."	"Reseda odorata"	
"Scorpiurus muricatus L."		"2cd4p9h.hg0"	"2cd4p9h.hg0"	"Scorpiurus muricatus L."	"Scorpiurus muricatus"	
"Senecio pterophorus DC."		"2cd4p9h.hg3"	"2cd4p9h.hg3"	"Senecio pterophorus DC."	"Senecio pterophorus"	
"Solanum carolinense L."		"2cd4p9h.hg6"	"2cd4p9h.hg6"	"Solanum carolinense L."	"Solanum carolinense"	
"Trachyspermum ammi (L.) Sprague"		"2cd4p9h.hgc"	"2cd4p9h.hgc"	"Trachyspermum ammi (L.) Sprague"	"Trachyspermum ammi"	
"Trifolium alexandrinum L."		"2cd4p9h.hgf"	"2cd4p9h.hgf"	"Trifolium alexandrinum L."	"Trifolium alexandrinum"	
"Trifolium echinatum M.Bieb."		"2cd4p9h.hgv"	"2cd4p9h.hgv"	"Trifolium echinatum M.Bieb."	"Trifolium echinatum"	
"Vigna radiata (L.) Wilczek"		"2cd4p9h.hgy"	"2cd4p9h.hgy"	"Vigna radiata (L.) Wilczek"	"Vigna radiata"	
"Hydrocotyle ranunculoides L.f."		"2cd4p9h.hh5"	"2cd4p9h.hh5"	"Hydrocotyle ranunculoides L.f."	"Hydrocotyle ranunculoides"	
"Cymbalaria pallida (Ten.) Wettst."		"2cd4p9h.hkk"	"2cd4p9h.hkk"	"Cymbalaria pallida (Ten.) Wettst."	"Cymbalaria pallida"	
"Spergularia bocconei (Scheele) Graebn."		"2cd4p9h.hx7"	"2cd4p9h.hx7"	"Spergularia bocconei (Scheele) Graebn."	"Spergularia bocconei"	
"Rubus canadensis L."		"2cd4p9h.hm3"	"2cd4p9h.hm3"	"Rubus canadensis L."	"Rubus canadensis"	
"Cardamine corymbosa Hook.f."		"2cd4p9h.hm6"	"2cd4p9h.hm6"	"Cardamine corymbosa Hook.f."	"Cardamine corymbosa"	
"Cymbalaria muralis subsp. visianii (Kümmerle ex Jáv.) D.A.Webb"		"2cd4p9h.hmc"	"2cd4p9h.hmc"	"Cymbalaria muralis subsp. visianii (Kümmerle ex Jáv.) D.A.Webb"	"Cymbalaria muralis subsp. visianii"	
"Brassica napus subsp. rapifera Metzg."		"2cd4p9h.hy1"	"2cd4p9h.hy1"	"Brassica napus subsp. rapifera Metzg."	"Brassica napus subsp. rapifera"	
"Malva verticillata L."		"2cd4p9h.hys"	"2cd4p9h.hys"	"Malva verticillata L."	"Malva verticillata"	
"Sisymbrium strictissimum L."		"2cd4p9h.hp6"	"2cd4p9h.hp6"	"Sisymbrium strictissimum L."	"Sisymbrium strictissimum"	
"Silene italica (L.) Pers."		"2cd4p9h.hpv"	"2cd4p9h.hpv"	"Silene italica (L.) Pers."	"Silene italica"	
"Aremonia agrimonioides (L.) DC."		"2cd4p9h.hqb"	"2cd4p9h.b14s3t"	"Aremonia agrimonoides (L.) DC."	"Aremonia agrimonioides"	
"Cotoneaster obtusus Wall. ex Lindl."		"2cd4p9h.hqt"	"2cd4p9h.hqt"	"Cotoneaster obtusus Wall. ex Lindl."	"Cotoneaster obtusus"	
"Fuchsia 'Corallina' hort. ex Lynch"		"2cd4p9h.hr1"	"2cd4p9h.2q3z97"	"Fuchsia cordifolia x globosa = F. x 'Corallina'"	"Fuchsia 'Corallina'"	
"Solanum nigrum subsp. schultesii (Opiz) Wessely"		"2cd4p9h.hrd"	"2cd4p9h.hrd"	"Solanum nigrum subsp. schultesii (Opiz) Wessely"	"Solanum nigrum subsp. schultesii"	
"Phymatosorus diversifolius (Willd.) Pic.Serm."		"2cd4p9h.ht5"	"2cd4p9h.ht5"	"Phymatosorus diversifolius (Willd.) Pic.Serm."	"Phymatosorus diversifolius"	
"Solidago rugosa Mill."		"2cd4p9h.htq"	"2cd4p9h.htq"	"Solidago rugosa Mill."	"Solidago rugosa"	
"Stachys annua (L.) L."		"2cd4p9h.hzg"	"2cd4p9h.hzg"	"Stachys annua (L.) L."	"Stachys annua"	
"Sedum sexangulare L."		"2cd4p9h.v1q"	"2cd4p9h.v1q"	"Sedum sexangulare L."	"Sedum sexangulare"	
"Myrica pensylvanica Loisel. ex Duhamel"		"2cd4p9h.v2g"	"2cd4p9h.v2g"	"Myrica pensylvanica Loisel. ex Duhamel"	"Myrica pensylvanica"	
"Bromus pseudosecalinus P.M.Sm."		"2cd4p9h.v30"	"2cd4p9h.v30"	"Bromus pseudosecalinus P.M.Sm."	"Bromus pseudosecalinus"	
"Adonis annua L."		"2cd4p9h.v5p"	"2cd4p9h.v5p"	"Adonis annua L."	"Adonis annua"	
"Allium paradoxum (M.Bieb.) G.Don"		"2cd4p9h.v6f"	"2cd4p9h.v6f"	"Allium paradoxum (M.Bieb.) G.Don"	"Allium paradoxum"	
"Anaphalis margaritacea (L.) Benth."		"2cd4p9h.v75"	"2cd4p9h.v75"	"Anaphalis margaritacea (L.) Benth."	"Anaphalis margaritacea"	
"Anchusa officinalis L."		"2cd4p9h.v78"	"2cd4p9h.v78"	"Anchusa officinalis L."	"Anchusa officinalis"	
"Anemone apennina L."		"2cd4p9h.v7b"	"2cd4p9h.v7b"	"Anemone apennina L."	"Anemone apennina"	
"Arnoseris minima (L.) Schweigg. & Körte"		"2cd4p9h.v7q"	"2cd4p9h.v7q"	"Arnoseris minima (L.) Schweigg. & Körte"	"Arnoseris minima"	
"Artemisia vulgaris L."		"2cd4p9h.v81"	"2cd4p9h.v81"	"Artemisia vulgaris L."	"Artemisia vulgaris"	
"Atriplex halimus L."		"2cd4p9h.v8m"	"2cd4p9h.v8m"	"Atriplex halimus L."	"Atriplex halimus"	
"Avena strigosa Schreb."		"2cd4p9h.v8p"	"2cd4p9h.v8p"	"Avena strigosa Schreb."	"Avena strigosa"	
"Barbarea stricta Andrz."		"2cd4p9h.v8s"	"2cd4p9h.v8s"	"Barbarea stricta Andrz."	"Barbarea stricta"	
"Beta trigyna Waldst. & Kit."		"2cd4p9h.v90"	"2cd4p9h.v90"	"Beta trigyna Waldst. & Kit."	"Beta trigyna"	
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz"		"2cd4p9h.vbw"	"2cd4p9h.vbw"	"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz"	"Chenopodium opulifolium"	
"Chenopodium vulvaria L."		"2cd4p9h.vbm"	"2cd4p9h.vbm"	"Chenopodium vulvaria L."	"Chenopodium vulvaria"	
"Cicerbita alpina (L.) Wallr."		"2cd4p9h.vbp"	"2cd4p9h.vbp"	"Cicerbita alpina (L.) Wallr."	"Cicerbita alpina"	
"Claytonia sibirica L."		"2cd4p9h.vc6"	"2cd4p9h.vc6"	"Claytonia sibirica L."	"Claytonia sibirica"	
"Corydalis solida (L.) Clairv."		"2cd4p9h.vc9"	"2cd4p9h.vc9"	"Corydalis solida (L.) Clairv."	"Corydalis solida"	
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb."		"2cd4p9h.vcr"	"2cd4p9h.vcr"	"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb."	"Cymbalaria muralis"	
"Dianthus plumarius L."		"2cd4p9h.vde"	"2cd4p9h.vde"	"Dianthus plumarius L."	"Dianthus plumarius"	
"Echinochloa crus-galli (L.) P.Beauv."		"2cd4p9h.vdt"	"2cd4p9h.vdt"	"Echinochloa crus-galli (L.) P.Beauv."	"Echinochloa crus-galli"	
"Elodea canadensis Michx."		"2cd4p9h.vea"	"2cd4p9h.vea"	"Elodea canadensis Michx."	"Elodea canadensis"	
"Euphorbia lathyris L."		"2cd4p9h.vfy"	"2cd4p9h.vfy"	"Euphorbia lathyris L."	"Euphorbia lathyris"	
"Euphorbia peplus L."		"2cd4p9h.vfr"	"2cd4p9h.vfr"	"Euphorbia peplus L."	"Euphorbia peplus"	
"Fuchsia magellanica Lam."		"2cd4p9h.vgk"	"2cd4p9h.vgk"	"Fuchsia magellanica Lam."	"Fuchsia magellanica"	
"Galinsoga quadriradiata Ruiz & Pav."		"2cd4p9h.vhg"	"2cd4p9h.vhg"	"Galinsoga quadriradiata Ruiz & Pav."	"Galinsoga quadriradiata"	
"Galinsoga parviflora Cav."		"2cd4p9h.vhw"	"2cd4p9h.vhw"	"Galinsoga parviflora Cav."	"Galinsoga parviflora"	
"Galium spurium L."		"2cd4p9h.vhs"	"2cd4p9h.vhs"	"Galium spurium L."	"Galium spurium"	
"Helianthus annuus L."		"2cd4p9h.vw5"	"2cd4p9h.vw5"	"Helianthus annuus L."	"Helianthus annuus"	
"Dittrichia graveolens (L.) Greuter"		"2cd4p9h.vwq"	"2cd4p9h.vwq"	"Dittrichia graveolens (L.) Greuter"	"Dittrichia graveolens"	
"Lagarosiphon major (Ridl.) Moss ex V.A.Wager"		"2cd4p9h.vx0"	"2cd4p9h.vx0"	"Lagarosiphon major (Ridl.) Moss ex V.A.Wager"	"Lagarosiphon major"	
"Lepidium campestre (L.) W.T.Aiton"		"2cd4p9h.vxc"	"2cd4p9h.vxc"	"Lepidium campestre (L.) W.T.Aiton"	"Lepidium campestre"	
"Lepidium ruderale L."		"2cd4p9h.vxv"	"2cd4p9h.vxv"	"Lepidium ruderale L."	"Lepidium ruderale"	
"Lilium pyrenaicum Gouan"		"2cd4p9h.vxx"	"2cd4p9h.vxx"	"Lilium pyrenaicum Gouan"	"Lilium pyrenaicum"	
"Linaria repens x vulgaris = L. x sepium G.J.Allman"		"2cd4p9h.vxr"	"2cd4p9h.vxr"	"Linaria repens x vulgaris = L. x sepium G.J.Allman"	"Linaria repens x vulgaris = L. x sepium"	
"Lythrum hyssopifolium"		"2cd4p9h.vmk"	"2cd4p9h.asrre3"	"Lythrum hyssopifolia L."	"Lythrum hyssopifolium"	
"Mentha spicata L."		"2cd4p9h.vna"	"2cd4p9h.vna"	"Mentha spicata L."	"Mentha spicata"	
"Mercurialis annua L."		"2cd4p9h.vnd"	"2cd4p9h.vnd"	"Mercurialis annua L."	"Mercurialis annua"	
"Mespilus germanica L."		"2cd4p9h.vnw"	"2cd4p9h.vnw"	"Mespilus germanica L."	"Mespilus germanica"	
"Ornithogalum nutans L."		"2cd4p9h.vph"	"2cd4p9h.vph"	"Ornithogalum nutans L."	"Ornithogalum nutans"	
"Papaver atlanticum (Ball) Coss."		"2cd4p9h.vpq"	"2cd4p9h.vpq"	"Papaver atlanticum (Ball) Coss."	"Papaver atlanticum"	
"Pinus nigra J.F.Arnold"		"2cd4p9h.vqw"	"2cd4p9h.vqw"	"Pinus nigra J.F.Arnold"	"Pinus nigra"	
