"key","taxonId.x","hybrid_species","parents","name","taxonId.y","native_status","StaceIV_nativity","native_combined"
"Rosa agrestis x canina = R. x belnensis Ozanon","2cd4p9h.34n","Rosa x belnensis Ozanon","parent2","Rosa canina","2cd4p9h.1qz","N","N","native"
"Rosa agrestis x canina = R. x belnensis Ozanon","2cd4p9h.34n","Rosa x belnensis Ozanon","parent2","Rosa canina","2cd4p9h.vz3","N","N","native"
"Narcissus cyclamineus x tazetta = N. x cyclazetta Chater & Stace","2cd4p9h.3at","Narcissus x cyclazetta Chater & Stace","parent1","Narcissus cyclamineus",NA,NA,"Neo-natd","neophyte"
"Narcissus cyclamineus x tazetta = N. x cyclazetta Chater & Stace","2cd4p9h.3at","Narcissus x cyclazetta Chater & Stace","parent2","Narcissus tazetta",NA,NA,"Neo-surv","neophyte"
"Lonicera fragrantissima x standishii = L. x purpusii Rehder","2cd4p9h.3e7","Lonicera x purpusii Rehder","parent1","Lonicera fragrantissima",NA,NA,NA,NA
"Lonicera fragrantissima x standishii = L. x purpusii Rehder","2cd4p9h.3e7","Lonicera x purpusii Rehder","parent2","Lonicera standishii",NA,NA,NA,NA
"Arctium lappa x minus = A. x nothum (Ruhmer) J.Weiss","2cd4p9h.3fc","Arctium x nothum (Ruhmer) J.Weiss","parent1","Arctium lappa","2cd4p9h.xba","AR","Arch-denizen","native"
"Arctium lappa x minus = A. x nothum (Ruhmer) J.Weiss","2cd4p9h.3fc","Arctium x nothum (Ruhmer) J.Weiss","parent2","Arctium minus","2cd4p9h.m9e","N","N","native"
"Cirsium palustre x vulgare = C. x subspinuligerum Peterm.","2cd4p9h.3gb","Cirsium x subspinuligerum Peterm.","parent1","Cirsium palustre","2cd4p9h.8hn","N","N","native"
"Cirsium palustre x vulgare = C. x subspinuligerum Peterm.","2cd4p9h.3gb","Cirsium x subspinuligerum Peterm.","parent2","Cirsium vulgare","2cd4p9h.qd","N","N","native"
"Linaria repens x supina = L. x cornubiensis Druce","2cd4p9h.3wb","Linaria x cornubiensis Druce","parent1","Linaria repens","2cd4p9h.1d4","AR","Arch-denizen","native"
"Linaria repens x supina = L. x cornubiensis Druce","2cd4p9h.3wb","Linaria x cornubiensis Druce","parent2","Linaria supina",NA,NA,"Neo-natd","neophyte"
"Spiraea multiflora x thunbergii = S. x arguta Zabel","2cd4p9h.3nw","Spiraea x arguta Zabel","parent1","Spiraea multiflora",NA,NA,NA,NA
"Spiraea multiflora x thunbergii = S. x arguta Zabel","2cd4p9h.3nw","Spiraea x arguta Zabel","parent2","Spiraea thunbergii",NA,NA,NA,NA
"Epipactis atrorubens x helleborine = E. x schmalhausenii K.Richt.","2cd4p9h.44d","Epipactis x schmalhausenii K.Richt.","parent1","Epipactis atrorubens","2cd4p9h.ykd","N","N","native"
"Epipactis atrorubens x helleborine = E. x schmalhausenii K.Richt.","2cd4p9h.44d","Epipactis x schmalhausenii K.Richt.","parent2","Epipactis helleborine","2cd4p9h.52q","N","N","native"
"Isoetes echinospora x lacustris = I. x hickeyi W.C.Taylor & Luebke","2cd4p9h.4b9","Isoetes x hickeyi W.C.Taylor & Luebke","parent1","Isoetes echinospora","2cd4p9h.bm","N","N","native"
"Isoetes echinospora x lacustris = I. x hickeyi W.C.Taylor & Luebke","2cd4p9h.4b9","Isoetes x hickeyi W.C.Taylor & Luebke","parent2","Isoetes lacustris","2cd4p9h.v45","N","N","native"
"Salix aurita x phylicifolia x purpurea = S. x sesquitertia F.B.White","2cd4p9h.4cb","Salix x sesquitertia F.B.White","parent1","Salix aurita","2cd4p9h.1sp","N","N","native"
"Salix aurita x phylicifolia x purpurea = S. x sesquitertia F.B.White","2cd4p9h.4cb","Salix x sesquitertia F.B.White","parent2","Salix phylicifolia","2cd4p9h.m2f","N","N","native"
"Salix aurita x phylicifolia x purpurea = S. x sesquitertia F.B.White","2cd4p9h.4cb","Salix x sesquitertia F.B.White","parent3","Salix purpurea","2cd4p9h.m2v","N","N","native"
"Tilia cordata x dasystyla = T. x euchlora K.Koch","2cd4p9h.4fk","Tilia x euchlora K.Koch","parent1","Tilia cordata","2cd4p9h.w3q","N","N","native"
"Tilia cordata x dasystyla = T. x euchlora K.Koch","2cd4p9h.4fk","Tilia x euchlora K.Koch","parent2","Tilia dasystyla",NA,NA,NA,NA
"Gladiolus cardinalis x tristis = G. x colvillei Sweet","2cd4p9h.4h0","Gladiolus x colvillei Sweet","parent1","Gladiolus cardinalis",NA,NA,NA,NA
"Gladiolus cardinalis x tristis = G. x colvillei Sweet","2cd4p9h.4h0","Gladiolus x colvillei Sweet","parent2","Gladiolus tristis",NA,NA,NA,NA
"Schoenoplectus tabernaemontani x triqueter = S. x kuekenthalianus (Junge) D.H.Kent","2cd4p9h.4h9","Schoenoplectus x kuekenthalianus (Junge) D.H.Kent","parent1","Schoenoplectus tabernaemontani","2cd4p9h.m35","N","N","native"
"Schoenoplectus tabernaemontani x triqueter = S. x kuekenthalianus (Junge) D.H.Kent","2cd4p9h.4h9","Schoenoplectus x kuekenthalianus (Junge) D.H.Kent","parent2","Schoenoplectus triqueter","2cd4p9h.p5c","N","N","native"
"Asplenium ruta-muraria x septentrionale = A. x murbeckii Dörfl.","2cd4p9h.4w4","Asplenium x murbeckii Dörfl.","parent1","Asplenium ruta-muraria","2cd4p9h.x69","N","N","native"
"Asplenium ruta-muraria x septentrionale = A. x murbeckii Dörfl.","2cd4p9h.4w4","Asplenium x murbeckii Dörfl.","parent2","Asplenium septentrionale","2cd4p9h.bhh","N","N","native"
"Dryopteris carthusiana x expansa = D. x sarvelae Fraser-Jenk. & Jermy","2cd4p9h.4kz","Dryopteris x sarvelae Fraser-Jenk. & Jermy","parent1","Dryopteris carthusiana","2cd4p9h.v42","N","N","native"
"Dryopteris carthusiana x expansa = D. x sarvelae Fraser-Jenk. & Jermy","2cd4p9h.4kz","Dryopteris x sarvelae Fraser-Jenk. & Jermy","parent2","Dryopteris expansa","2cd4p9h.et2","N","N","native"
"Dryopteris carthusiana x cristata = D. x uliginosa (A.Braun ex Döll) Kuntze ex Druce","2cd4p9h.4x5","Dryopteris x uliginosa (A.Braun ex Döll) Kuntze ex Druce","parent1","Dryopteris carthusiana","2cd4p9h.v42","N","N","native"
"Dryopteris carthusiana x cristata = D. x uliginosa (A.Braun ex Döll) Kuntze ex Druce","2cd4p9h.4x5","Dryopteris x uliginosa (A.Braun ex Döll) Kuntze ex Druce","parent2","Dryopteris cristata","2cd4p9h.bht","N","N","native"
"Polypodium cambricum x interjectum = P. x shivasiae Rothm.","2cd4p9h.4x8","Polypodium x shivasiae Rothm.","parent1","Polypodium cambricum","2cd4p9h.y9y","N","N","native"
"Polypodium cambricum x interjectum = P. x shivasiae Rothm.","2cd4p9h.4x8","Polypodium x shivasiae Rothm.","parent2","Polypodium interjectum","2cd4p9h.4kc","N","N","native"
"Equisetum sylvaticum x telmateia = E. x bowmanii C.N.Page","2cd4p9h.4xb","Equisetum x bowmanii C.N.Page","parent1","Equisetum sylvaticum","2cd4p9h.es3","N","N","native"
"Equisetum sylvaticum x telmateia = E. x bowmanii C.N.Page","2cd4p9h.4xb","Equisetum x bowmanii C.N.Page","parent2","Equisetum telmateia","2cd4p9h.4k3","N","N","native"
"Equisetum pratense x sylvaticum = E. x mildeanum Rothm.","2cd4p9h.4xe","Equisetum x mildeanum Rothm.","parent1","Equisetum pratense","2cd4p9h.x6y","N","N","native"
"Equisetum pratense x sylvaticum = E. x mildeanum Rothm.","2cd4p9h.4xe","Equisetum x mildeanum Rothm.","parent2","Equisetum sylvaticum","2cd4p9h.es3","N","N","native"
"Carduus crispus x nutans = C. x stangii H.Buek ex Nyman","2cd4p9h.4s4","Carduus x stangii H.Buek ex Nyman","parent1","Carduus crispus","2cd4p9h.4s1","N","N","native"
"Carduus crispus x nutans = C. x stangii H.Buek ex Nyman","2cd4p9h.4s4","Carduus x stangii H.Buek ex Nyman","parent2","Carduus nutans","2cd4p9h.xdh","N","N","native"
"Glyceria fluitans x notata = G. x pedicellata F.Towns.","2cd4p9h.56s","Glyceria x pedicellata F.Towns.","parent1","Glyceria fluitans","2cd4p9h.8y1","N","N","native"
"Glyceria fluitans x notata = G. x pedicellata F.Towns.","2cd4p9h.56s","Glyceria x pedicellata F.Towns.","parent2","Glyceria notata","2cd4p9h.159","N","N","native"
"Spartina alterniflora x maritima = S. x townsendii H.Groves & J.Groves","2cd4p9h.5ne","Spartina x townsendii H.Groves & J.Groves","parent1","Spartina alterniflora","2cd4p9h.4c8","AN","Neo-natd","neophyte"
"Spartina alterniflora x maritima = S. x townsendii H.Groves & J.Groves","2cd4p9h.5ne","Spartina x townsendii H.Groves & J.Groves","parent2","Spartina maritima","2cd4p9h.9ak","N","N","native"
"Ulmus glabra x plotii = U. x elegantissima Horw.","2cd4p9h.5yg","Ulmus x elegantissima Horw.","parent1","Ulmus glabra","2cd4p9h.25t","N","N","native"
"Ulmus glabra x plotii = U. x elegantissima Horw.","2cd4p9h.5yg","Ulmus x elegantissima Horw.","parent2","Ulmus plotii","2cd4p9h.w4p","NE","N","native"
"Salix cinerea x repens x viminalis = S. x angusensis Rech.f.","2cd4p9h.5sc","Salix x angusensis Rech.f.","parent1","Salix cinerea","2cd4p9h.1t0","N","N","native"
"Salix cinerea x repens x viminalis = S. x angusensis Rech.f.","2cd4p9h.5sc","Salix x angusensis Rech.f.","parent2","Salix repens","2cd4p9h.1tf","N","N","native"
"Salix cinerea x repens x viminalis = S. x angusensis Rech.f.","2cd4p9h.5sc","Salix x angusensis Rech.f.","parent3","Salix viminalis","2cd4p9h.5xw","AR","Arch-denizen","native"
"Salix caprea x myrsinifolia = S. x latifolia J.Forbes","2cd4p9h.5sv","Salix x latifolia J.Forbes","parent1","Salix caprea","2cd4p9h.1ss","N","N","native"
"Salix caprea x myrsinifolia = S. x latifolia J.Forbes","2cd4p9h.5sv","Salix x latifolia J.Forbes","parent2","Salix myrsinifolia","2cd4p9h.978","N","N","native"
"Salix triandra x viminalis = S. x mollissima Hoffm. ex Elwert","2cd4p9h.5sx","Salix x mollissima Hoffm. ex Elwert","parent1","Salix triandra","2cd4p9h.5xg","AR","Arch-denizen","native"
"Salix triandra x viminalis = S. x mollissima Hoffm. ex Elwert","2cd4p9h.5sx","Salix x mollissima Hoffm. ex Elwert","parent2","Salix viminalis","2cd4p9h.5xw","AR","Arch-denizen","native"
"Salix aurita x cinerea = S. x multinervis Döll","2cd4p9h.5sy","Salix x multinervis Döll","parent1","Salix aurita","2cd4p9h.1sp","N","N","native"
"Salix aurita x cinerea = S. x multinervis Döll","2cd4p9h.5sy","Salix x multinervis Döll","parent2","Salix cinerea","2cd4p9h.1t0","N","N","native"
"Salix arbuscula x lapponum = S. x pseudoglauca Andersson","2cd4p9h.5sr","Salix x pseudoglauca Andersson","parent1","Salix arbuscula","2cd4p9h.cvf","N","N","native"
"Salix arbuscula x lapponum = S. x pseudoglauca Andersson","2cd4p9h.5sr","Salix x pseudoglauca Andersson","parent2","Salix lapponum","2cd4p9h.w0b","N","N","native"
"Oenothera biennis x glazioviana = O. x fallax Renner","2cd4p9h.5sz","Oenothera x fallax Renner","parent1","Oenothera biennis","2cd4p9h.xrx","AN","Neo-natd","neophyte"
"Oenothera biennis x glazioviana = O. x fallax Renner","2cd4p9h.5sz","Oenothera x fallax Renner","parent2","Oenothera glazioviana","2cd4p9h.yz0","AN","Neo-natd","neophyte"
"Rumex crispus x sanguineus = R. x sagorskii Hausskn.","2cd4p9h.5zm","Rumex x sagorskii Hausskn.","parent1","Rumex crispus","2cd4p9h.96x","N","N","native"
"Rumex crispus x sanguineus = R. x sagorskii Hausskn.","2cd4p9h.5zm","Rumex x sagorskii Hausskn.","parent2","Rumex sanguineus","2cd4p9h.5x1","N","N","native"
"Rumex crispus x hydrolapathum = R. x schreberi Hausskn.","2cd4p9h.5zp","Rumex x schreberi Hausskn.","parent1","Rumex crispus","2cd4p9h.96x","N","N","native"
"Rumex crispus x hydrolapathum = R. x schreberi Hausskn.","2cd4p9h.5zp","Rumex x schreberi Hausskn.","parent2","Rumex hydrolapathum","2cd4p9h.vzz","N","N","native"
"Rumex conglomeratus x cuneifolius = R. x wrightii Lousley","2cd4p9h.5zs","Rumex x wrightii Lousley","parent1","Rumex conglomeratus","2cd4p9h.vzy","N","N","native"
"Rumex conglomeratus x cuneifolius = R. x wrightii Lousley","2cd4p9h.5zs","Rumex x wrightii Lousley","parent2","Rumex cuneifolius",NA,NA,"Neo-natd","neophyte"
"Rumex crispus x cristatus = R. x dimidiatus Hausskn.","2cd4p9h.600","Rumex x dimidiatus Hausskn.","parent1","Rumex crispus","2cd4p9h.96x","N","N","native"
"Rumex crispus x cristatus = R. x dimidiatus Hausskn.","2cd4p9h.600","Rumex x dimidiatus Hausskn.","parent2","Rumex cristatus",NA,NA,"Neo-natd","neophyte"
"Rumex crispus x rupestris = R. x celticus Akeroyd","2cd4p9h.603","Rumex x celticus Akeroyd","parent1","Rumex crispus","2cd4p9h.96x","N","N","native"
"Rumex crispus x rupestris = R. x celticus Akeroyd","2cd4p9h.603","Rumex x celticus Akeroyd","parent2","Rumex rupestris","2cd4p9h.1rn","N","N","native"
"Potamogeton berchtoldii x coloratus = P. x lanceolatus Sm.","2cd4p9h.606","Potamogeton x lanceolatus Sm.","parent1","Potamogeton berchtoldii","2cd4p9h.fx9","N","N","native"
"Potamogeton berchtoldii x coloratus = P. x lanceolatus Sm.","2cd4p9h.606","Potamogeton x lanceolatus Sm.","parent2","Potamogeton coloratus","2cd4p9h.p11","N","N","native"
"Solanum nigrum x nitidibaccatum = S. x procurrens A.C.Leslie","2cd4p9h.61e","Solanum x procurrens A.C.Leslie","parent1","Solanum nigrum","2cd4p9h.cx6",NA,"N","native"
"Solanum nigrum x nitidibaccatum = S. x procurrens A.C.Leslie","2cd4p9h.61e","Solanum x procurrens A.C.Leslie","parent2","Solanum nitidibaccatum",NA,NA,"Neo-natd","neophyte"
"Leucanthemum lacustre x maximum = L. x superbum (Bergmans ex J.W.Ingram) D.H.Kent","2cd4p9h.624","Leucanthemum x superbum (Bergmans ex J.W.Ingram) D.H.Kent","parent1","Leucanthemum lacustre",NA,NA,NA,NA
"Leucanthemum lacustre x maximum = L. x superbum (Bergmans ex J.W.Ingram) D.H.Kent","2cd4p9h.624","Leucanthemum x superbum (Bergmans ex J.W.Ingram) D.H.Kent","parent2","Leucanthemum maximum",NA,NA,NA,NA
"Spiraea douglasii x salicifolia = S. x pseudosalicifolia Silverside","2cd4p9h.630","Spiraea x pseudosalicifolia Silverside","parent1","Spiraea douglasii",NA,NA,"Neo-natd","neophyte"
"Spiraea douglasii x salicifolia = S. x pseudosalicifolia Silverside","2cd4p9h.630","Spiraea x pseudosalicifolia Silverside","parent2","Spiraea salicifolia",NA,NA,"Neo-natd","neophyte"
"Viola riviniana x rupestris = V. x burnatii Gremli","2cd4p9h.633","Viola x burnatii Gremli","parent1","Viola riviniana","2cd4p9h.cp8","N","N","native"
"Viola riviniana x rupestris = V. x burnatii Gremli","2cd4p9h.633","Viola x burnatii Gremli","parent2","Viola rupestris","2cd4p9h.pam","N","N","native"
"Viola canina x persicifolia = V. x ritschliana W.Becker","2cd4p9h.639","Viola x ritschliana W.Becker","parent1","Viola canina","2cd4p9h.9cz","N","N","native"
"Viola canina x persicifolia = V. x ritschliana W.Becker","2cd4p9h.639","Viola x ritschliana W.Becker","parent2","Viola persicifolia","2cd4p9h.5qt","N",NA,"native"
"Sagina procumbens x subulata = S. x micrantha Boreau ex E.Martin","2cd4p9h.63c","Sagina x micrantha Boreau ex E.Martin","parent1","Sagina procumbens","2cd4p9h.m20","N","N","native"
"Sagina procumbens x subulata = S. x micrantha Boreau ex E.Martin","2cd4p9h.63c","Sagina x micrantha Boreau ex E.Martin","parent2","Sagina subulata","2cd4p9h.5x7","N","N","native"
"Rosa arvensis x canina = R. x irregularis Déségl. & Guillon","2cd4p9h.63f","Rosa x irregularis Déségl. & Guillon","parent1","Rosa arvensis","2cd4p9h.96c","N","N","native"
"Rosa arvensis x canina = R. x irregularis Déségl. & Guillon","2cd4p9h.63f","Rosa x irregularis Déségl. & Guillon","parent2","Rosa canina","2cd4p9h.1qz","N","N","native"
"Rosa arvensis x canina = R. x irregularis Déségl. & Guillon","2cd4p9h.63f","Rosa x irregularis Déségl. & Guillon","parent2","Rosa canina","2cd4p9h.vz3","N","N","native"
"Rosa spinosissima x tomentosa = R. x andrzejowskii Boreau","2cd4p9h.63y","Rosa x andrzejowskii Boreau","parent1","Rosa spinosissima",NA,NA,"N","native"
"Rosa spinosissima x tomentosa = R. x andrzejowskii Boreau","2cd4p9h.63y","Rosa x andrzejowskii Boreau","parent2","Rosa tomentosa","2cd4p9h.chw","N","N","native"
"Persicaria lapathifolia x maculosa = P. x pseudolapathum (Schur) D.H.Kent","2cd4p9h.651","Persicaria x pseudolapathum (Schur) D.H.Kent","parent1","Persicaria lapathifolia","2cd4p9h.5hk","N","N","native"
"Persicaria lapathifolia x maculosa = P. x pseudolapathum (Schur) D.H.Kent","2cd4p9h.651","Persicaria x pseudolapathum (Schur) D.H.Kent","parent2","Persicaria maculosa","2cd4p9h.vr3","N","N","native"
"Persicaria hydropiper x maculosa = P. x intercedens (Beck) Soják","2cd4p9h.654","Persicaria x intercedens (Beck) Soják","parent1","Persicaria hydropiper","2cd4p9h.5hh","N","N","native"
"Persicaria hydropiper x maculosa = P. x intercedens (Beck) Soják","2cd4p9h.654","Persicaria x intercedens (Beck) Soják","parent2","Persicaria maculosa","2cd4p9h.vr3","N","N","native"
"Epilobium hirsutum x parviflorum = E. x subhirsutum Gennari","2cd4p9h.657","Epilobium x subhirsutum Gennari","parent1","Epilobium hirsutum","2cd4p9h.vep","N","N","native"
"Epilobium hirsutum x parviflorum = E. x subhirsutum Gennari","2cd4p9h.657","Epilobium x subhirsutum Gennari","parent2","Epilobium parviflorum","2cd4p9h.zf","N","N","native"
"Epilobium lanceolatum x parviflorum = E. x aschersonianum Hausskn.","2cd4p9h.65a","Epilobium x aschersonianum Hausskn.","parent1","Epilobium lanceolatum","2cd4p9h.yka","N","N","native"
"Epilobium lanceolatum x parviflorum = E. x aschersonianum Hausskn.","2cd4p9h.65a","Epilobium x aschersonianum Hausskn.","parent2","Epilobium parviflorum","2cd4p9h.zf","N","N","native"
"Epilobium ciliatum x palustre = E. x fossicola Smejkal","2cd4p9h.65d","Epilobium x fossicola Smejkal","parent1","Epilobium ciliatum","2cd4p9h.bzd","AN","Neo-natd","neophyte"
"Epilobium ciliatum x palustre = E. x fossicola Smejkal","2cd4p9h.65d","Epilobium x fossicola Smejkal","parent2","Epilobium palustre","2cd4p9h.52k","N","N","native"
"Alnus glutinosa x incana = A. x hybrida A.Braun ex Rchb.","2cd4p9h.65g","Alnus x hybrida A.Braun ex Rchb.","parent1","Alnus glutinosa","2cd4p9h.v6v","N","N","native"
"Alnus glutinosa x incana = A. x hybrida A.Braun ex Rchb.","2cd4p9h.65g","Alnus x hybrida A.Braun ex Rchb.","parent2","Alnus incana","2cd4p9h.8a3","AN","Neo-natd","neophyte"
"Centaurium erythraea x littorale = C. x intermedium (Wheldon) Druce","2cd4p9h.65m","Centaurium x intermedium (Wheldon) Druce","parent1","Centaurium erythraea","2cd4p9h.q88","N","N","native"
"Centaurium erythraea x littorale = C. x intermedium (Wheldon) Druce","2cd4p9h.65m","Centaurium x intermedium (Wheldon) Druce","parent2","Centaurium littorale","2cd4p9h.yr","N","N","native"
"Verbascum thapsus x virgatum = V. x lemaitrei Boreau","2cd4p9h.65p","Verbascum x lemaitrei Boreau","parent1","Verbascum thapsus","2cd4p9h.w59","N","N","native"
"Verbascum thapsus x virgatum = V. x lemaitrei Boreau","2cd4p9h.65p","Verbascum x lemaitrei Boreau","parent2","Verbascum virgatum","2cd4p9h.cyv","AN","Neo-natd","neophyte"
"Verbascum lychnitis x pulverulentum = V. x regelianum Wirtg.","2cd4p9h.65s","Verbascum x regelianum Wirtg.","parent1","Verbascum lychnitis","2cd4p9h.cyf","N","N","native"
"Verbascum lychnitis x pulverulentum = V. x regelianum Wirtg.","2cd4p9h.65s","Verbascum x regelianum Wirtg.","parent2","Verbascum pulverulentum","2cd4p9h.9c6",NA,"?N","native"
"Cirsium acaule x tuberosum = C. x medium All.","2cd4p9h.660","Cirsium x medium All.","parent1","Cirsium acaule","2cd4p9h.8he","N","N","native"
"Cirsium acaule x tuberosum = C. x medium All.","2cd4p9h.660","Cirsium x medium All.","parent2","Cirsium tuberosum","2cd4p9h.bra","N","N","native"
"Iris versicolor x virginica = I. x robusta E.S.Anderson","2cd4p9h.666","Iris x robusta E.S.Anderson","parent1","Iris versicolor",NA,NA,"Neo-natd","neophyte"
"Iris versicolor x virginica = I. x robusta E.S.Anderson","2cd4p9h.666","Iris x robusta E.S.Anderson","parent2","Iris virginica",NA,NA,NA,NA
"Epilobium brunnescens x palustre = E. x chateri Kitchener & McKean","2cd4p9h.6e1","Epilobium x chateri Kitchener & McKean","parent1","Epilobium brunnescens","2cd4p9h.52n","AN","Neo-natd","neophyte"
"Epilobium brunnescens x palustre = E. x chateri Kitchener & McKean","2cd4p9h.6e1","Epilobium x chateri Kitchener & McKean","parent2","Epilobium palustre","2cd4p9h.52k","N","N","native"
"Salix myrsinifolia x phylicifolia x repens = S. x lochsiensis","2cd4p9h.6fx","Salix x lochsiensis","parent1","Salix myrsinifolia","2cd4p9h.978","N","N","native"
"Salix myrsinifolia x phylicifolia x repens = S. x lochsiensis","2cd4p9h.6fx","Salix x lochsiensis","parent2","Salix phylicifolia","2cd4p9h.m2f","N","N","native"
"Salix myrsinifolia x phylicifolia x repens = S. x lochsiensis","2cd4p9h.6fx","Salix x lochsiensis","parent3","Salix repens","2cd4p9h.1tf","N","N","native"
"Erysimum decumbens x perofskianum = E. x marshallii (Henfr.) Bois","2cd4p9h.6ph","Erysimum x marshallii (Henfr.) Bois","parent1","Erysimum decumbens",NA,NA,NA,NA
"Erysimum decumbens x perofskianum = E. x marshallii (Henfr.) Bois","2cd4p9h.6ph","Erysimum x marshallii (Henfr.) Bois","parent2","Erysimum perofskianum",NA,NA,NA,NA
