"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Anogramma leptophylla (L.) Link"	"N"	"2cd4p9h.y8s"	"2cd4p9h.y8s"	"Anogramma leptophylla (L.) Link"	"Anogramma leptophylla"	
"Asplenium marinum L."	"N"	"2cd4p9h.y90"	"2cd4p9h.y90"	"Asplenium marinum L."	"Asplenium marinum"	
"Equisetum fluviatile L."	"N"	"2cd4p9h.y96"	"2cd4p9h.y96"	"Equisetum fluviatile L."	"Equisetum fluviatile"	
"Equisetum ramosissimum Desf."	"AN"	"2cd4p9h.y9c"	"2cd4p9h.y9c"	"Equisetum ramosissimum Desf."	"Equisetum ramosissimum"	
"Lycopodiella inundata (L.) Holub"	"N"	"2cd4p9h.y9v"	"2cd4p9h.y9v"	"Lycopodiella inundata (L.) Holub"	"Lycopodiella inundata"	
"Ophioglossum vulgatum L."	"N"	"2cd4p9h.y9x"	"2cd4p9h.y9x"	"Ophioglossum vulgatum L."	"Ophioglossum vulgatum"	
"Polypodium cambricum L."	"N"	"2cd4p9h.y9y"	"2cd4p9h.y9y"	"Polypodium cambricum L."	"Polypodium cambricum"	
"Pteridium aquilinum (L.) Kuhn"	"N"	"2cd4p9h.y9r"	"2cd4p9h.y9r"	"Pteridium aquilinum (L.) Kuhn"	"Pteridium aquilinum"	
"Oreopteris limbosperma (All.) Holub"	"N"	"2cd4p9h.ya2"	"2cd4p9h.ya2"	"Oreopteris limbosperma (All.) Holub"	"Oreopteris limbosperma"	
"Gymnocarpium robertianum (Hoffm.) Newman"	"N"	"2cd4p9h.ya5"	"2cd4p9h.ya5"	"Gymnocarpium robertianum (Hoffm.) Newman"	"Gymnocarpium robertianum"	
"Acer campestre L."	"N"	"2cd4p9h.yah"	"2cd4p9h.yah"	"Acer campestre L."	"Acer campestre"	
"Ajuga chamaepitys (L.) Schreb."	"NA"	"2cd4p9h.yb4"	"2cd4p9h.yb4"	"Ajuga chamaepitys (L.) Schreb."	"Ajuga chamaepitys"	
"Alliaria petiolata (M.Bieb.) Cavara & Grande"	"N"	"2cd4p9h.ybd"	"2cd4p9h.ybd"	"Alliaria petiolata (M.Bieb.) Cavara & Grande"	"Alliaria petiolata"	
"Ammophila arenaria (L.) Link"	"N"	"2cd4p9h.ybg"	"2cd4p9h.ybg"	"Ammophila arenaria (L.) Link"	"Ammophila arenaria"	
"Anthriscus caucalis M.Bieb."	"N"	"2cd4p9h.ybs"	"2cd4p9h.ybs"	"Anthriscus caucalis M.Bieb."	"Anthriscus caucalis"	
"Antirrhinum majus L."	"AN"	"2cd4p9h.yc3"	"2cd4p9h.yc3"	"Antirrhinum majus L."	"Antirrhinum majus"	
"Aquilegia vulgaris L."	"N"	"2cd4p9h.yc6"	"2cd4p9h.yc6"	"Aquilegia vulgaris L."	"Aquilegia vulgaris"	
"Arum maculatum L."	"N"	"2cd4p9h.ycr"	"2cd4p9h.ycr"	"Arum maculatum L."	"Arum maculatum"	
"Arum italicum Mill."	"N"	"2cd4p9h.ycz"	"2cd4p9h.ycz"	"Arum italicum Mill."	"Arum italicum"	
"Blysmus rufus (Huds.) Link"	"N"	"2cd4p9h.yde"	"2cd4p9h.yde"	"Blysmus rufus (Huds.) Link"	"Blysmus rufus"	
"Brassica rapa L."	"AR"	"2cd4p9h.ydn"	"2cd4p9h.ydn"	"Brassica rapa L."	"Brassica rapa"	
"Bromopsis ramosa (Huds.) Holub"	"N"	"2cd4p9h.ydq"	"2cd4p9h.ydq"	"Bromopsis ramosa (Huds.) Holub"	"Bromopsis ramosa"	
"Buxus sempervirens L."	"N"	"2cd4p9h.ydt"	"2cd4p9h.ydt"	"Buxus sempervirens L."	"Buxus sempervirens"	
"Calendula officinalis L."	"AN"	"2cd4p9h.ye1"	"2cd4p9h.ye1"	"Calendula officinalis L."	"Calendula officinalis"	
"Callitriche stagnalis Scop. s.s."	"N"	"2cd4p9h.ye4"	"2cd4p9h.ye4"	"Callitriche stagnalis Scop. s.s."	"Callitriche stagnalis"	"s.s."
"Calluna vulgaris (L.) Hull"	"N"	"2cd4p9h.yea"	"2cd4p9h.yea"	"Calluna vulgaris (L.) Hull"	"Calluna vulgaris"	
"Calystegia sepium (L.) R.Br."	"N"	"2cd4p9h.yeg"	"2cd4p9h.yeg"	"Calystegia sepium (L.) R.Br."	"Calystegia sepium"	
"Campanula persicifolia L."	"AN"	"2cd4p9h.yew"	"2cd4p9h.yew"	"Campanula persicifolia L."	"Campanula persicifolia"	
"Campanula rapunculus L."	"AR"	"2cd4p9h.yem"	"2cd4p9h.yem"	"Campanula rapunculus L."	"Campanula rapunculus"	
"Campanula trachelium L."	"N"	"2cd4p9h.yep"	"2cd4p9h.yep"	"Campanula trachelium L."	"Campanula trachelium"	
"Capsella bursa-pastoris (L.) Medik."	"AR"	"2cd4p9h.yes"	"2cd4p9h.yes"	"Capsella bursa-pastoris (L.) Medik."	"Capsella bursa-pastoris"	
"Carex acutiformis Ehrh."	"N"	"2cd4p9h.yf3"	"2cd4p9h.yf3"	"Carex acutiformis Ehrh."	"Carex acutiformis"	
"Carex aquatilis Wahlenb."	"N"	"2cd4p9h.yf6"	"2cd4p9h.yf6"	"Carex aquatilis Wahlenb."	"Carex aquatilis"	
"Carex atrata L."	"N"	"2cd4p9h.yf9"	"2cd4p9h.yf9"	"Carex atrata L."	"Carex atrata"	
"Carex atrofusca Schkuhr"	"N"	"2cd4p9h.yfc"	"2cd4p9h.yfc"	"Carex atrofusca Schkuhr"	"Carex atrofusca"	
"Carex binervis Sm."	"N"	"2cd4p9h.yff"	"2cd4p9h.yff"	"Carex binervis Sm."	"Carex binervis"	
"Carex ericetorum Pollich"	"N"	"2cd4p9h.yfv"	"2cd4p9h.yfv"	"Carex ericetorum Pollich"	"Carex ericetorum"	
"Carex humilis Leyss."	"N"	"2cd4p9h.yfy"	"2cd4p9h.yfy"	"Carex humilis Leyss."	"Carex humilis"	
"Carex microglochin Wahlenb."	"N"	"2cd4p9h.yfr"	"2cd4p9h.yfr"	"Carex microglochin Wahlenb."	"Carex microglochin"	
"Carex ornithopoda Willd."	"N"	"2cd4p9h.yfz"	"2cd4p9h.yfz"	"Carex ornithopoda Willd."	"Carex ornithopoda"	
"Carex muricata L."	"N"	"2cd4p9h.yg2"	"2cd4p9h.yg2"	"Carex muricata L."	"Carex muricata"	
"Carex magellanica Lam."	"N"	"2cd4p9h.yg8"	"2cd4p9h.yg8"	"Carex magellanica Lam."	"Carex magellanica"	
"Catapodium marinum (L.) C.E.Hubb."	"N"	"2cd4p9h.ygb"	"2cd4p9h.ygb"	"Catapodium marinum (L.) C.E.Hubb."	"Catapodium marinum"	
"Centaurea nigra L. s.s."	"N"	"2cd4p9h.ygh"	"2cd4p9h.ygh"	"Centaurea nigra L. s.s."	"Centaurea nigra"	"s.s."
"Cephalanthera damasonium (Mill.) Druce"	"N"	"2cd4p9h.ygt"	"2cd4p9h.ygt"	"Cephalanthera damasonium (Mill.) Druce"	"Cephalanthera damasonium"	
"Erysimum cheiri (L.) Crantz"	"AR"	"2cd4p9h.yh4"	"2cd4p9h.yh4"	"Erysimum cheiri (L.) Crantz"	"Erysimum cheiri"	
"Chelidonium majus L."	"AR"	"2cd4p9h.yha"	"2cd4p9h.yha"	"Chelidonium majus L."	"Chelidonium majus"	
"Tanacetum parthenium (L.) Sch.Bip."	"AR"	"2cd4p9h.yhw"	"2cd4p9h.yhw"	"Tanacetum parthenium (L.) Sch.Bip."	"Tanacetum parthenium"	
"Cochlearia anglica L."	"N"	"2cd4p9h.yhm"	"2cd4p9h.yhm"	"Cochlearia anglica L."	"Cochlearia anglica"	
"Cochlearia danica L."	"N"	"2cd4p9h.yhp"	"2cd4p9h.yhp"	"Cochlearia danica L."	"Cochlearia danica"	
"Cochlearia officinalis L. s.s."	"N"	"2cd4p9h.yhs"	"2cd4p9h.yhs"	"Cochlearia officinalis L. s.s."	"Cochlearia officinalis"	"s.s."
"Colchicum autumnale L."	"N"	"2cd4p9h.yv3"	"2cd4p9h.yv3"	"Colchicum autumnale L."	"Colchicum autumnale"	
"Pseudofumaria lutea (L.) Borkh."	"AN"	"2cd4p9h.yv6"	"2cd4p9h.yv6"	"Pseudofumaria lutea (L.) Borkh."	"Pseudofumaria lutea"	
"Crataegus laevigata (Poir.) DC."	"N"	"2cd4p9h.yv9"	"2cd4p9h.yv9"	"Crataegus laevigata (Poir.) DC."	"Crataegus laevigata"	
"Crepis mollis (Jacq.) Asch."	"N"	"2cd4p9h.yvc"	"2cd4p9h.yvc"	"Crepis mollis (Jacq.) Asch."	"Crepis mollis"	
"Cuscuta epithymum (L.) L."	"N"	"2cd4p9h.yvx"	"2cd4p9h.yvx"	"Cuscuta epithymum (L.) L."	"Cuscuta epithymum"	
"Cuscuta europaea L."	"N"	"2cd4p9h.yvy"	"2cd4p9h.yvy"	"Cuscuta europaea L."	"Cuscuta europaea"	
"Dianthus deltoides L."	"N"	"2cd4p9h.yw8"	"2cd4p9h.yw8"	"Dianthus deltoides L."	"Dianthus deltoides"	
"Diapensia lapponica L."	"N"	"2cd4p9h.ywe"	"2cd4p9h.ywe"	"Diapensia lapponica L."	"Diapensia lapponica"	
"Digitalis purpurea L."	"N"	"2cd4p9h.ywh"	"2cd4p9h.ywh"	"Digitalis purpurea L."	"Digitalis purpurea"	
"Diplotaxis muralis (L.) DC."	"AN"	"2cd4p9h.ywk"	"2cd4p9h.ywk"	"Diplotaxis muralis (L.) DC."	"Diplotaxis muralis"	
"Echium vulgare L."	"N"	"2cd4p9h.ywn"	"2cd4p9h.ywn"	"Echium vulgare L."	"Echium vulgare"	
"Elatine hydropiper L."	"N"	"2cd4p9h.ywq"	"2cd4p9h.ywq"	"Elatine hydropiper L."	"Elatine hydropiper"	
"Eleocharis uniglumis (Link) Schult."	"N"	"2cd4p9h.ywt"	"2cd4p9h.ywt"	"Eleocharis uniglumis (Link) Schult."	"Eleocharis uniglumis"	
"Epilobium alsinifolium Vill."	"N"	"2cd4p9h.yk4"	"2cd4p9h.yk4"	"Epilobium alsinifolium Vill."	"Epilobium alsinifolium"	
"Epilobium anagallidifolium Lam."	"N"	"2cd4p9h.yk7"	"2cd4p9h.yk7"	"Epilobium anagallidifolium Lam."	"Epilobium anagallidifolium"	
"Epilobium lanceolatum Sebast. & Mauri"	"N"	"2cd4p9h.yka"	"2cd4p9h.yka"	"Epilobium lanceolatum Sebast. & Mauri"	"Epilobium lanceolatum"	
"Epipactis atrorubens (Hoffm.) Besser"	"N"	"2cd4p9h.ykd"	"2cd4p9h.ykd"	"Epipactis atrorubens (Hoffm.) Besser"	"Epipactis atrorubens"	
"Eriophorum angustifolium Honck."	"N"	"2cd4p9h.ykw"	"2cd4p9h.ykw"	"Eriophorum angustifolium Honck."	"Eriophorum angustifolium"	
"Erodium moschatum (L.) L'Hér."	"AR"	"2cd4p9h.ykm"	"2cd4p9h.ykm"	"Erodium moschatum (L.) L'Hér."	"Erodium moschatum"	
"Euphrasia cambrica Pugsley"	"NE"	"2cd4p9h.yx3"	"2cd4p9h.yx3"	"Euphrasia cambrica Pugsley"	"Euphrasia cambrica"	
"Euphrasia tetraquetra (Bréb.) Arrond."	"N"	"2cd4p9h.yx6"	"2cd4p9h.yx6"	"Euphrasia tetraquetra (Bréb.) Arrond."	"Euphrasia tetraquetra"	
"Fagopyrum esculentum Moench"	"AN"	"2cd4p9h.yx9"	"2cd4p9h.yx9"	"Fagopyrum esculentum Moench"	"Fagopyrum esculentum"	
"Festuca rubra L."	"N"	"2cd4p9h.yxf"	"2cd4p9h.yxf"	"Festuca rubra L."	"Festuca rubra"	
"Filipendula vulgaris Moench"	"N"	"2cd4p9h.yxv"	"2cd4p9h.yxv"	"Filipendula vulgaris Moench"	"Filipendula vulgaris"	
"Foeniculum vulgare Mill."	"AR"	"2cd4p9h.yxy"	"2cd4p9h.yxy"	"Foeniculum vulgare Mill."	"Foeniculum vulgare"	
"Fraxinus excelsior L."	"N"	"2cd4p9h.yxr"	"2cd4p9h.yxr"	"Fraxinus excelsior L."	"Fraxinus excelsior"	
"Fritillaria meleagris L."	"NA"	"2cd4p9h.yxz"	"2cd4p9h.yxz"	"Fritillaria meleagris L."	"Fritillaria meleagris"	
"Galanthus nivalis L."	"AN"	"2cd4p9h.ymh"	"2cd4p9h.ymh"	"Galanthus nivalis L."	"Galanthus nivalis"	
"Galeopsis speciosa Mill."	"AR"	"2cd4p9h.ymn"	"2cd4p9h.ymn"	"Galeopsis speciosa Mill."	"Galeopsis speciosa"	
"Galium aparine L."	"N"	"2cd4p9h.ymq"	"2cd4p9h.ymq"	"Galium aparine L."	"Galium aparine"	
"Galium palustre L."	"N"	"2cd4p9h.yn4"	"2cd4p9h.yn4"	"Galium palustre L."	"Galium palustre"	
"Galium uliginosum L."	"N"	"2cd4p9h.yn7"	"2cd4p9h.yn7"	"Galium uliginosum L."	"Galium uliginosum"	
"Gentianella amarella (L.) Börner"	"N"	"2cd4p9h.yna"	"2cd4p9h.yna"	"Gentianella amarella (L.) Börner"	"Gentianella amarella"	
"Gentianella campestris (L.) Börner"	"N"	"2cd4p9h.ynd"	"2cd4p9h.ynd"	"Gentianella campestris (L.) Börner"	"Gentianella campestris"	
"Geranium pyrenaicum Burm.f."	"AN"	"2cd4p9h.ynm"	"2cd4p9h.ynm"	"Geranium pyrenaicum Burm.f."	"Geranium pyrenaicum"	
"Hammarbya paludosa (L.) Kuntze"	"N"	"2cd4p9h.yy3"	"2cd4p9h.yy3"	"Hammarbya paludosa (L.) Kuntze"	"Hammarbya paludosa"	
"Soleirolia soleirolii (Req.) Dandy"	"AN"	"2cd4p9h.yyc"	"2cd4p9h.yyc"	"Soleirolia soleirolii (Req.) Dandy"	"Soleirolia soleirolii"	
"Hirschfeldia incana (L.) Lagr.-Foss."	"AN"	"2cd4p9h.yyv"	"2cd4p9h.yyv"	"Hirschfeldia incana (L.) Lagr.-Foss."	"Hirschfeldia incana"	
"Honckenya peploides (L.) Ehrh."	"N"	"2cd4p9h.yyy"	"2cd4p9h.yyy"	"Honckenya peploides (L.) Ehrh."	"Honckenya peploides"	
"Hypericum pulchrum L."	"N"	"2cd4p9h.yyr"	"2cd4p9h.yyr"	"Hypericum pulchrum L."	"Hypericum pulchrum"	
"Hypochaeris glabra L."	"N"	"2cd4p9h.yyz"	"2cd4p9h.yyz"	"Hypochaeris glabra L."	"Hypochaeris glabra"	
"Ilex aquifolium L."	"N"	"2cd4p9h.yp2"	"2cd4p9h.yp2"	"Ilex aquifolium L."	"Ilex aquifolium"	
"Isolepis setacea (L.) R.Br."	"N"	"2cd4p9h.yp5"	"2cd4p9h.yp5"	"Isolepis setacea (L.) R.Br."	"Isolepis setacea"	
"Juncus balticus Willd."	"N"	"2cd4p9h.yp8"	"2cd4p9h.yp8"	"Juncus balticus Willd."	"Juncus balticus"	
"Lapsana communis L."	"NA"	"2cd4p9h.ypk"	"2cd4p9h.ypk"	"Lapsana communis L."	"Lapsana communis"	
"Lathyrus tuberosus L."	"AN"	"2cd4p9h.yq1"	"2cd4p9h.yq1"	"Lathyrus tuberosus L."	"Lathyrus tuberosus"	
"Leontodon hispidus L."	"N"	"2cd4p9h.yqd"	"2cd4p9h.yqd"	"Leontodon hispidus L."	"Leontodon hispidus"	
"Leucojum aestivum L."	"N"	"2cd4p9h.yqg"	"2cd4p9h.yqg"	"Leucojum aestivum L."	"Leucojum aestivum"	
"Linaria pelisseriana (L.) Mill."	"AN"	"2cd4p9h.yqp"	"2cd4p9h.yqp"	"Linaria pelisseriana (L.) Mill."	"Linaria pelisseriana"	
"Linum perenne L."	"N"	"2cd4p9h.yqs"	"2cd4p9h.yqs"	"Linum perenne L."	"Linum perenne"	
"Lobularia maritima (L.) Desv."	"AN"	"2cd4p9h.yr3"	"2cd4p9h.yr3"	"Lobularia maritima (L.) Desv."	"Lobularia maritima"	
"Luzula pilosa (L.) Willd."	"N"	"2cd4p9h.yr9"	"2cd4p9h.yr9"	"Luzula pilosa (L.) Willd."	"Luzula pilosa"	
"Malva neglecta Wallr."	"AR"	"2cd4p9h.yrc"	"2cd4p9h.yrc"	"Malva neglecta Wallr."	"Malva neglecta"	
"Malva pusilla Sm."	"AN"	"2cd4p9h.yrf"	"2cd4p9h.yrf"	"Malva pusilla Sm."	"Malva pusilla"	
"Malva sylvestris L."	"AR"	"2cd4p9h.yrv"	"2cd4p9h.yrv"	"Malva sylvestris L."	"Malva sylvestris"	
"Melampyrum pratense L."	"N"	"2cd4p9h.yrz"	"2cd4p9h.yrz"	"Melampyrum pratense L."	"Melampyrum pratense"	
"Silene latifolia Poir."	"AR"	"2cd4p9h.ys2"	"2cd4p9h.ys2"	"Silene latifolia Poir."	"Silene latifolia"	
"Silene noctiflora L."	"AR"	"2cd4p9h.ys8"	"2cd4p9h.ys8"	"Silene noctiflora L."	"Silene noctiflora"	
"Melica nutans L."	"N"	"2cd4p9h.ysb"	"2cd4p9h.ysb"	"Melica nutans L."	"Melica nutans"	
"Melilotus albus Medik."	"AN"	"2cd4p9h.yse"	"2cd4p9h.yse"	"Melilotus albus Medik."	"Melilotus albus"	
"Milium effusum L."	"N"	"2cd4p9h.ysk"	"2cd4p9h.ysk"	"Milium effusum L."	"Milium effusum"	
"Montia fontana L."	"N"	"2cd4p9h.yst"	"2cd4p9h.yst"	"Montia fontana L."	"Montia fontana"	
"Myosotis ramosissima Rochel"	"N"	"2cd4p9h.yt1"	"2cd4p9h.yt1"	"Myosotis ramosissima Rochel"	"Myosotis ramosissima"	
"Nardus stricta L."	"N"	"2cd4p9h.ytd"	"2cd4p9h.ytd"	"Nardus stricta L."	"Nardus stricta"	
"Oenanthe aquatica (L.) Poir."	"N"	"2cd4p9h.ytw"	"2cd4p9h.ytw"	"Oenanthe aquatica (L.) Poir."	"Oenanthe aquatica"	
"Oenanthe crocata L."	"N"	"2cd4p9h.ytm"	"2cd4p9h.ytm"	"Oenanthe crocata L."	"Oenanthe crocata"	
"Oenanthe lachenalii C.C.Gmel."	"N"	"2cd4p9h.ytp"	"2cd4p9h.ytp"	"Oenanthe lachenalii C.C.Gmel."	"Oenanthe lachenalii"	
"Oenothera glazioviana P.Micheli"	"AN"	"2cd4p9h.yz0"	"2cd4p9h.yz0"	"Oenothera glazioviana P.Micheli"	"Oenothera glazioviana"	
"Papaver rhoeas L."	"AR"	"2cd4p9h.yzc"	"2cd4p9h.yzc"	"Papaver rhoeas L."	"Papaver rhoeas"	
"Papaver somniferum L."	"AR"	"2cd4p9h.yzf"	"2cd4p9h.yzf"	"Papaver somniferum L."	"Papaver somniferum"	
"Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb."	"N"	"2cd4p9h.yzx"	"2cd4p9h.yzx"	"Petasites hybridus (L.) P.Gaertn., B.Mey. & Scherb."	"Petasites hybridus"	
"Pinguicula lusitanica L."	"N"	"2cd4p9h.yzz"	"2cd4p9h.yzz"	"Pinguicula lusitanica L."	"Pinguicula lusitanica"	
"Pinguicula vulgaris L."	"N"	"2cd4p9h.p02"	"2cd4p9h.p02"	"Pinguicula vulgaris L."	"Pinguicula vulgaris"	
"Plantago coronopus L."	"N"	"2cd4p9h.p05"	"2cd4p9h.p05"	"Plantago coronopus L."	"Plantago coronopus"	
"Plantago major L."	"N"	"2cd4p9h.p08"	"2cd4p9h.p08"	"Plantago major L."	"Plantago major"	
"Poa bulbosa L."	"N"	"2cd4p9h.p0b"	"2cd4p9h.p0b"	"Poa bulbosa L."	"Poa bulbosa"	
"Poa glauca Vahl"	"N"	"2cd4p9h.p0e"	"2cd4p9h.p0e"	"Poa glauca Vahl"	"Poa glauca"	
"Poa pratensis L. s.s."	"N"	"2cd4p9h.p0h"	"2cd4p9h.p0h"	"Poa pratensis L. s.s."	"Poa pratensis"	"s.s."
"Polygonatum multiflorum (L.) All."	"N"	"2cd4p9h.p0k"	"2cd4p9h.p0k"	"Polygonatum multiflorum (L.) All."	"Polygonatum multiflorum"	
"Potamogeton alpinus Balb."	"N"	"2cd4p9h.p0t"	"2cd4p9h.p0t"	"Potamogeton alpinus Balb."	"Potamogeton alpinus"	
"Potamogeton coloratus Hornem."	"N"	"2cd4p9h.p11"	"2cd4p9h.p11"	"Potamogeton coloratus Hornem."	"Potamogeton coloratus"	
"Potamogeton perfoliatus L."	"N"	"2cd4p9h.p14"	"2cd4p9h.p14"	"Potamogeton perfoliatus L."	"Potamogeton perfoliatus"	
"Potamogeton trichoides Cham. & Schltdl."	"N"	"2cd4p9h.p17"	"2cd4p9h.p17"	"Potamogeton trichoides Cham. & Schltdl."	"Potamogeton trichoides"	
"Primula elatior (L.) Hill"	"N"	"2cd4p9h.p1g"	"2cd4p9h.p1g"	"Primula elatior (L.) Hill"	"Primula elatior"	
"Prunella vulgaris L."	"N"	"2cd4p9h.p1p"	"2cd4p9h.p1p"	"Prunella vulgaris L."	"Prunella vulgaris"	
"Prunus cerasus L."	"AR"	"2cd4p9h.p1s"	"2cd4p9h.p1s"	"Prunus cerasus L."	"Prunus cerasus"	
"Prunus laurocerasus L."	"AN"	"2cd4p9h.p20"	"2cd4p9h.p20"	"Prunus laurocerasus L."	"Prunus laurocerasus"	
"Puccinellia fasciculata (Torr.) E.P.Bicknell"	"N"	"2cd4p9h.p23"	"2cd4p9h.p23"	"Puccinellia fasciculata (Torr.) E.P.Bicknell"	"Puccinellia fasciculata"	
"Ranunculus circinatus Sibth."	"N"	"2cd4p9h.p2c"	"2cd4p9h.p2c"	"Ranunculus circinatus Sibth."	"Ranunculus circinatus"	
"Ranunculus flammula L."	"N"	"2cd4p9h.p2v"	"2cd4p9h.p2v"	"Ranunculus flammula L."	"Ranunculus flammula"	
"Ranunculus ophioglossifolius Vill."	"N"	"2cd4p9h.p2y"	"2cd4p9h.p2y"	"Ranunculus ophioglossifolius Vill."	"Ranunculus ophioglossifolius"	
"Ranunculus trichophyllus Chaix"	"N"	"2cd4p9h.p2r"	"2cd4p9h.p2r"	"Ranunculus trichophyllus Chaix"	"Ranunculus trichophyllus"	
"Rosa rubiginosa agg."	"N"	"2cd4p9h.p3h"	"2cd4p9h.p3h"	"Rosa rubiginosa agg."	"Rosa rubiginosa"	"agg."
"Rubus spectabilis Pursh"	"AN"	"2cd4p9h.p3k"	"2cd4p9h.p3k"	"Rubus spectabilis Pursh"	"Rubus spectabilis"	
"Rumex maritimus L."	"N"	"2cd4p9h.p3t"	"2cd4p9h.p3t"	"Rumex maritimus L."	"Rumex maritimus"	
"Sagina saginoides (L.) H.Karst."	"N"	"2cd4p9h.p4d"	"2cd4p9h.p4d"	"Sagina saginoides (L.) H.Karst."	"Sagina saginoides"	
"Salicornia obscura P.W.Ball & Tutin"	"N"	"2cd4p9h.p4g"	"2cd4p9h.p4g"	"Salicornia obscura P.W.Ball & Tutin"	"Salicornia obscura"	
"Salix lanata L."	"N"	"2cd4p9h.p4m"	"2cd4p9h.p4m"	"Salix lanata L."	"Salix lanata"	
"Saxifraga aizoides L."	"N"	"2cd4p9h.p50"	"2cd4p9h.p50"	"Saxifraga aizoides L."	"Saxifraga aizoides"	
"Saxifraga granulata L."	"N"	"2cd4p9h.p56"	"2cd4p9h.p56"	"Saxifraga granulata L."	"Saxifraga granulata"	
"Schoenoplectus triqueter (L.) Palla"	"N"	"2cd4p9h.p5c"	"2cd4p9h.p5c"	"Schoenoplectus triqueter (L.) Palla"	"Schoenoplectus triqueter"	
"Schoenus ferrugineus L."	"N"	"2cd4p9h.p5f"	"2cd4p9h.p5f"	"Schoenus ferrugineus L."	"Schoenus ferrugineus"	
"Sedum album L."	"AR"	"2cd4p9h.p5x"	"2cd4p9h.p5x"	"Sedum album L."	"Sedum album"	
"Sempervivum tectorum L."	"AN"	"2cd4p9h.p5z"	"2cd4p9h.p5z"	"Sempervivum tectorum L."	"Sempervivum tectorum"	
"Senecio squalidus L."	"AN"	"2cd4p9h.p65"	"2cd4p9h.p65"	"Senecio squalidus L."	"Senecio squalidus"	
"Sibbaldia procumbens L."	"N"	"2cd4p9h.p6b"	"2cd4p9h.p6b"	"Sibbaldia procumbens L."	"Sibbaldia procumbens"	
"Silene acaulis (L.) Jacq."	"N"	"2cd4p9h.p6e"	"2cd4p9h.p6e"	"Silene acaulis (L.) Jacq."	"Silene acaulis"	
"Silybum marianum (L.) Gaertn."	"AR"	"2cd4p9h.p6n"	"2cd4p9h.p6n"	"Silybum marianum (L.) Gaertn."	"Silybum marianum"	
"Sorbus anglica Hedl."	"NE"	"2cd4p9h.p6q"	"2cd4p9h.p6q"	"Sorbus anglica Hedl."	"Sorbus anglica"	
"Sorbus domestica L."	"N"	"2cd4p9h.p6t"	"2cd4p9h.p6t"	"Sorbus domestica L."	"Sorbus domestica"	
"Sorbus lancastriensis E.F.Warb."	"NE"	"2cd4p9h.p71"	"2cd4p9h.p71"	"Sorbus lancastriensis E.F.Warb."	"Sorbus lancastriensis"	
"Sorbus minima (Ley) Hedl."	"NE"	"2cd4p9h.p74"	"2cd4p9h.p74"	"Sorbus minima (Ley) Hedl."	"Sorbus minima"	
"Sorbus rupicola (Syme) Hedl."	"N"	"2cd4p9h.p77"	"2cd4p9h.p77"	"Sorbus rupicola (Syme) Hedl."	"Sorbus rupicola"	
"Spergularia media (L.) C.Presl"	"N"	"2cd4p9h.p7d"	"2cd4p9h.p7d"	"Spergularia media (L.) C.Presl"	"Spergularia media"	
"Spergularia rupicola Lebel ex Le Jol."	"N"	"2cd4p9h.p7g"	"2cd4p9h.p7g"	"Spergularia rupicola Lebel ex Le Jol."	"Spergularia rupicola"	
"Stellaria media agg."	"N"	"2cd4p9h.p7w"	"2cd4p9h.p7w"	"Stellaria media agg."	"Stellaria media"	"agg."
"Stellaria neglecta Weihe"	"N"	"2cd4p9h.p7m"	"2cd4p9h.p7m"	"Stellaria neglecta Weihe"	"Stellaria neglecta"	
"Syringa vulgaris L."	"AN"	"2cd4p9h.p7p"	"2cd4p9h.p7p"	"Syringa vulgaris L."	"Syringa vulgaris"	
"Teucrium scordium L."	"N"	"2cd4p9h.p7s"	"2cd4p9h.p7s"	"Teucrium scordium L."	"Teucrium scordium"	
"Thalictrum minus L."	"N"	"2cd4p9h.p80"	"2cd4p9h.p80"	"Thalictrum minus L."	"Thalictrum minus"	
"Tilia cordata x platyphyllos = T. x europaea L."	"NH"	"2cd4p9h.p8f"	"2cd4p9h.p8f"	"Tilia cordata x platyphyllos = T. x europaea L."	"Tilia cordata x platyphyllos = T. x europaea"	
"Torilis japonica (Houtt.) DC."	"N"	"2cd4p9h.p8v"	"2cd4p9h.p8v"	"Torilis japonica (Houtt.) DC."	"Torilis japonica"	
"Torilis nodosa (L.) Gaertn."	"N"	"2cd4p9h.p8x"	"2cd4p9h.p8x"	"Torilis nodosa (L.) Gaertn."	"Torilis nodosa"	
"Trifolium medium L."	"N"	"2cd4p9h.p92"	"2cd4p9h.p92"	"Trifolium medium L."	"Trifolium medium"	
"Trifolium ornithopodioides L."	"N"	"2cd4p9h.p98"	"2cd4p9h.p98"	"Trifolium ornithopodioides L."	"Trifolium ornithopodioides"	
"Ulex europaeus L."	"N"	"2cd4p9h.p9b"	"2cd4p9h.p9b"	"Ulex europaeus L."	"Ulex europaeus"	
"Ulex gallii Planch."	"N"	"2cd4p9h.p9e"	"2cd4p9h.p9e"	"Ulex gallii Planch."	"Ulex gallii"	
"Urtica urens L."	"AR"	"2cd4p9h.p9k"	"2cd4p9h.p9k"	"Urtica urens L."	"Urtica urens"	
"Veronica beccabunga L."	"N"	"2cd4p9h.p9t"	"2cd4p9h.p9t"	"Veronica beccabunga L."	"Veronica beccabunga"	
